lambda	Flux	e_Flux
0.1nm	10-2W/m2/nm	10-2W/m2/nm
---------	----------	----------
7121.4580	2.6614e-12	2.3535e-14
7122.7080	2.7383e-12	2.0853e-14
7123.9580	2.7829e-12	2.3141e-14
7125.2080	2.7779e-12	2.3708e-14
7126.4580	2.7688e-12	2.1614e-14
7127.7080	2.7608e-12	2.4266e-14
7128.9580	2.7299e-12	2.4731e-14
7130.2080	2.7118e-12	2.3983e-14
7131.4580	2.7359e-12	2.3977e-14
7132.7080	2.7496e-12	2.4223e-14
7133.9580	2.7519e-12	2.1504e-14
7135.2080	2.7676e-12	2.2571e-14
7136.4580	2.7761e-12	2.1792e-14
7137.7080	2.7745e-12	2.3363e-14
7138.9580	2.7734e-12	2.3971e-14
7140.2080	2.7622e-12	2.4441e-14
7141.4580	2.7510e-12	2.0526e-14
7142.7080	2.7546e-12	2.5908e-14
7143.9580	2.7571e-12	2.3139e-14
7145.2080	2.7406e-12	2.4111e-14
7146.4580	2.6772e-12	2.3875e-14
7147.7080	2.6648e-12	2.3172e-14
7148.9580	2.7301e-12	2.2355e-14
7150.2080	2.7512e-12	2.1064e-14
7151.4580	2.7556e-12	2.1732e-14
7152.7080	2.7603e-12	2.4119e-14
7153.9580	2.7461e-12	2.4024e-14
7155.2080	2.7402e-12	2.2720e-14
7156.4580	2.7509e-12	2.2757e-14
7157.7080	2.7534e-12	2.2383e-14
7158.9580	2.7490e-12	2.3938e-14
7160.2080	2.7358e-12	2.3378e-14
7161.4580	2.7148e-12	2.4862e-14
7162.7080	2.6539e-12	2.6215e-14
7163.9580	2.5921e-12	2.4249e-14
7165.2080	2.6397e-12	2.0419e-14
7166.4580	2.7110e-12	2.3110e-14
7167.7080	2.7298e-12	2.4100e-14
7168.9580	2.7303e-12	2.2145e-14
7170.2080	2.7368e-12	2.3648e-14
7171.4580	2.7334e-12	2.3251e-14
7172.7080	2.7293e-12	2.3700e-14
7173.9580	2.7101e-12	2.1501e-14
7175.2080	2.6944e-12	2.3434e-14
7176.4580	2.7006e-12	2.3385e-14
7177.7080	2.7070e-12	2.2188e-14
7178.9580	2.6859e-12	2.2824e-14
7180.2080	2.6514e-12	2.4104e-14
7181.4580	2.6522e-12	2.2402e-14
7182.7080	2.6848e-12	2.2088e-14
7183.9580	2.6757e-12	2.2231e-14
7185.2080	2.6242e-12	2.2027e-14
7186.4580	2.5756e-12	1.9372e-14
7187.7080	2.6283e-12	2.0196e-14
7188.9580	2.6912e-12	2.1259e-14
7190.2080	2.7011e-12	2.3146e-14
7191.4580	2.6651e-12	1.9745e-14
7192.7080	2.6251e-12	2.1479e-14
7193.9580	2.6615e-12	1.9921e-14
7195.2080	2.6703e-12	1.8236e-14
7196.4580	2.6833e-12	1.9638e-14
7197.7080	2.7003e-12	2.0706e-14
7198.9580	2.7065e-12	1.9371e-14
7200.2080	2.6629e-12	1.9940e-14
7201.4580	2.6299e-12	2.0916e-14
7202.7080	2.6795e-12	1.7595e-14
7203.9580	2.6887e-12	1.8197e-14
7205.2080	2.6254e-12	2.4685e-14
7206.4580	2.5751e-12	2.2632e-14
7207.7080	2.6242e-12	1.7553e-14
7208.9580	2.6911e-12	2.1112e-14
7210.2080	2.6966e-12	2.2698e-14
7211.4580	2.6904e-12	2.2759e-14
7212.7080	2.6726e-12	1.8481e-14
7213.9580	2.6613e-12	2.0255e-14
7215.2080	2.6702e-12	2.0975e-14
7216.4580	2.6634e-12	2.2375e-14
7217.7080	2.6503e-12	2.0453e-14
7218.9580	2.6509e-12	2.3057e-14
7220.2080	2.6189e-12	2.2358e-14
7221.4580	2.5801e-12	2.1254e-14
7222.7080	2.5456e-12	2.0214e-14
7223.9580	2.5612e-12	2.0658e-14
7225.2080	2.6275e-12	2.0497e-14
7226.4580	2.6659e-12	2.1858e-14
7227.7080	2.6714e-12	2.2290e-14
7228.9580	2.6704e-12	2.0497e-14
7230.2080	2.6831e-12	2.2469e-14
7231.4580	2.6908e-12	2.3789e-14
7232.7080	2.6677e-12	1.9675e-14
7233.9580	2.6060e-12	2.1374e-14
7235.2080	2.6317e-12	2.0780e-14
7236.4580	2.6653e-12	1.9299e-14
7237.7080	2.6605e-12	2.1526e-14
7238.9580	2.6441e-12	2.1677e-14
7240.2080	2.6246e-12	2.0697e-14
7241.4580	2.6275e-12	2.0962e-14
7242.7080	2.6192e-12	2.1519e-14
7243.9580	2.6119e-12	2.0659e-14
7245.2080	2.6318e-12	1.7173e-14
7246.4580	2.6590e-12	1.9766e-14
7247.7080	2.6600e-12	2.1265e-14
7248.9580	2.6332e-12	2.1203e-14
7250.2080	2.6221e-12	2.2440e-14
7251.4580	2.6370e-12	2.3178e-14
7252.7080	2.6299e-12	2.0846e-14
7253.9580	2.6242e-12	1.9726e-14
7255.2080	2.6374e-12	2.1157e-14
7256.4580	2.6485e-12	2.2649e-14
7257.7080	2.6478e-12	2.1026e-14
7258.9580	2.6335e-12	2.2304e-14
7260.2080	2.6038e-12	2.0477e-14
7261.4580	2.5950e-12	2.2295e-14
7262.7080	2.5967e-12	1.9095e-14
7263.9580	2.5827e-12	2.1991e-14
7265.2080	2.5938e-12	1.8657e-14
7266.4580	2.6248e-12	2.0533e-14
7267.7080	2.6422e-12	2.3183e-14
7268.9580	2.6362e-12	2.3064e-14
7270.2080	2.6331e-12	2.1549e-14
7271.4580	2.6300e-12	2.0890e-14
7272.7080	2.6094e-12	1.8700e-14
7273.9580	2.5811e-12	2.2557e-14
7275.2080	2.6009e-12	2.1600e-14
7276.4580	2.5995e-12	2.0223e-14
7277.7080	2.6018e-12	2.0403e-14
7278.9580	2.6121e-12	1.8981e-14
7280.2080	2.5878e-12	1.9794e-14
7281.4580	2.5351e-12	1.8517e-14
7282.7080	2.5471e-12	1.8405e-14
7283.9580	2.5891e-12	2.0244e-14
7285.2080	2.6003e-12	2.0281e-14
7286.4580	2.5601e-12	2.1100e-14
7287.7080	2.4785e-12	2.0617e-14
7288.9580	2.4935e-12	1.8242e-14
7290.2080	2.5466e-12	2.0274e-14
7291.4580	2.5220e-12	2.0352e-14
7292.7080	2.5531e-12	1.9683e-14
7293.9580	2.5931e-12	1.8257e-14
7295.2080	2.6065e-12	2.1568e-14
7296.4580	2.6039e-12	2.1583e-14
7297.7080	2.6035e-12	2.2383e-14
7298.9580	2.5739e-12	2.1431e-14
7300.2080	2.5440e-12	2.1186e-14
7301.4580	2.5606e-12	2.0084e-14
7302.7080	2.5925e-12	1.9757e-14
7303.9580	2.5929e-12	1.9613e-14
7305.2080	2.5572e-12	2.2553e-14
7306.4580	2.4924e-12	2.2166e-14
7307.7080	2.4707e-12	2.0802e-14
7308.9580	2.4724e-12	1.9498e-14
7310.2080	2.4835e-12	1.8422e-14
7311.4580	2.5509e-12	1.7335e-14
7312.7080	2.5872e-12	2.0427e-14
7313.9580	2.5899e-12	2.0635e-14
7315.2080	2.5885e-12	1.8655e-14
7316.4580	2.5855e-12	1.9198e-14
7317.7080	2.5720e-12	1.9018e-14
7318.9580	2.5135e-12	1.9621e-14
7320.2080	2.5036e-12	2.1098e-14
7321.4580	2.5670e-12	2.1640e-14
7322.7080	2.5833e-12	2.2609e-14
7323.9580	2.5570e-12	2.2930e-14
7325.2080	2.5301e-12	2.1925e-14
7326.4580	2.5490e-12	2.1411e-14
7327.7080	2.5660e-12	2.2981e-14
7328.9580	2.5357e-12	1.9377e-14
7330.2080	2.5254e-12	2.0231e-14
7331.4580	2.5535e-12	1.9022e-14
7332.7080	2.5592e-12	2.1943e-14
7333.9580	2.5599e-12	2.0990e-14
7335.2080	2.5712e-12	2.2421e-14
7336.4580	2.5754e-12	2.1075e-14
7337.7080	2.5779e-12	2.0428e-14
7338.9580	2.5773e-12	2.1202e-14
7340.2080	2.5753e-12	2.1683e-14
7341.4580	2.5705e-12	2.0420e-14
7342.7080	2.5669e-12	2.0858e-14
7343.9580	2.5656e-12	2.1016e-14
7345.2080	2.5624e-12	1.9713e-14
7346.4580	2.5575e-12	2.0750e-14
7347.7080	2.5605e-12	1.9808e-14
7348.9580	2.5464e-12	1.9392e-14
7350.2080	2.5188e-12	1.8203e-14
7351.4580	2.5116e-12	1.8449e-14
7352.7080	2.5124e-12	2.1403e-14
7353.9580	2.5020e-12	2.0285e-14
7355.2080	2.5074e-12	1.8606e-14
7356.4580	2.5373e-12	1.9479e-14
7357.7080	2.5517e-12	1.8553e-14
7358.9580	2.5490e-12	1.9472e-14
7360.2080	2.5283e-12	2.0679e-14
7361.4580	2.5143e-12	2.1662e-14
7362.7080	2.5265e-12	2.0193e-14
7363.9580	2.5372e-12	2.0587e-14
7365.2080	2.5394e-12	2.0923e-14
7366.4580	2.5422e-12	1.9886e-14
7367.7080	2.5349e-12	1.9281e-14
7368.9580	2.5204e-12	1.8273e-14
7370.2080	2.5277e-12	1.7917e-14
7371.4580	2.5341e-12	2.0322e-14
7372.7080	2.5263e-12	1.9548e-14
7373.9580	2.5141e-12	1.8507e-14
7375.2080	2.5057e-12	2.1547e-14
7376.4580	2.5234e-12	2.1440e-14
7377.7080	2.5392e-12	1.9687e-14
7378.9580	2.5393e-12	1.9796e-14
7380.2080	2.5254e-12	1.9108e-14
7381.4580	2.5131e-12	1.8019e-14
7382.7080	2.5163e-12	2.0131e-14
7383.9580	2.4729e-12	2.1107e-14
7385.2080	2.4043e-12	1.9320e-14
7386.4580	2.4096e-12	1.9398e-14
7387.7080	2.4227e-12	1.9778e-14
7388.9580	2.4515e-12	2.2113e-14
7390.2080	2.5078e-12	1.8633e-14
7391.4580	2.4757e-12	1.8806e-14
7392.7080	2.4302e-12	1.8658e-14
7393.9580	2.4718e-12	1.9466e-14
7395.2080	2.5129e-12	2.0457e-14
7396.4580	2.5218e-12	2.1947e-14
7397.7080	2.5105e-12	2.2566e-14
7398.9580	2.4760e-12	2.0661e-14
7400.2080	2.4656e-12	1.9191e-14
7401.4580	2.4958e-12	2.0137e-14
7402.7080	2.5090e-12	2.1233e-14
7403.9580	2.4634e-12	1.9218e-14
7405.2080	2.4443e-12	1.9047e-14
7406.4580	2.4632e-12	2.0505e-14
7407.7080	2.4003e-12	2.0396e-14
7408.9580	2.3700e-12	1.7793e-14
7410.2080	2.4138e-12	1.8737e-14
7411.4580	2.4670e-12	1.9872e-14
7412.7080	2.4706e-12	2.2554e-14
7413.9580	2.3863e-12	2.0097e-14
7415.2080	2.3710e-12	1.9063e-14
7416.4580	2.4442e-12	1.9552e-14
7417.7080	2.4660e-12	1.9118e-14
7418.9580	2.4655e-12	1.9032e-14
7420.2080	2.4206e-12	1.9932e-14
7421.4580	2.3325e-12	1.8625e-14
7422.7080	2.3451e-12	2.0428e-14
7423.9580	2.4364e-12	1.9494e-14
7425.2080	2.4745e-12	2.1838e-14
7426.4580	2.4802e-12	2.2309e-14
7427.7080	2.4885e-12	2.1903e-14
7428.9580	2.4797e-12	2.0466e-14
7430.2080	2.4514e-12	2.0335e-14
7431.4580	2.4390e-12	1.7985e-14
7432.7080	2.4613e-12	1.9816e-14
7433.9580	2.4729e-12	2.0749e-14
7435.2080	2.4731e-12	2.1285e-14
7436.4580	2.4778e-12	2.2422e-14
7437.7080	2.4773e-12	2.1530e-14
7438.9580	2.4551e-12	2.1011e-14
7440.2080	2.4195e-12	2.0897e-14
7441.4580	2.4012e-12	2.1989e-14
7442.7080	2.4140e-12	2.1642e-14
7443.9580	2.3871e-12	1.9336e-14
7445.2080	2.3687e-12	1.9312e-14
7446.4580	2.3960e-12	1.8895e-14
7447.7080	2.3704e-12	1.9590e-14
7448.9580	2.3647e-12	1.7366e-14
7450.2080	2.4236e-12	2.0752e-14
7451.4580	2.4621e-12	1.9189e-14
7452.7080	2.4660e-12	2.0373e-14
7453.9580	2.4648e-12	2.0261e-14
7455.2080	2.4652e-12	2.0750e-14
7456.4580	2.4640e-12	1.9403e-14
7457.7080	2.4637e-12	1.9906e-14
7458.9580	2.4536e-12	2.0368e-14
7460.2080	2.3805e-12	2.1715e-14
7461.4580	2.3132e-12	1.9016e-14
7462.7080	2.3795e-12	1.8886e-14
7463.9580	2.4499e-12	1.9455e-14
7465.2080	2.4478e-12	2.0794e-14
7466.4580	2.4110e-12	2.0017e-14
7467.7080	2.4003e-12	2.1217e-14
7468.9580	2.4357e-12	1.9960e-14
7470.2080	2.4506e-12	1.9266e-14
7471.4580	2.4426e-12	2.0816e-14
7472.7080	2.4380e-12	1.9440e-14
7473.9580	2.4389e-12	1.9197e-14
7475.2080	2.4329e-12	1.7986e-14
7476.4580	2.4291e-12	1.8446e-14
7477.7080	2.4143e-12	1.7242e-14
7478.9580	2.3996e-12	1.7792e-14
7480.2080	2.4064e-12	1.8046e-14
7481.4580	2.4083e-12	1.9407e-14
7482.7080	2.4150e-12	2.0266e-14
7483.9580	2.4270e-12	1.7282e-14
7485.2080	2.4329e-12	2.0329e-14
7486.4580	2.4329e-12	1.9861e-14
7487.7080	2.4374e-12	2.1005e-14
7488.9580	2.4279e-12	1.7827e-14
7490.2080	2.4090e-12	1.9029e-14
7491.4580	2.4049e-12	1.8977e-14
7492.7080	2.3745e-12	1.8122e-14
7493.9580	2.3076e-12	1.7334e-14
7495.2080	2.3504e-12	1.8096e-14
7496.4580	2.4212e-12	1.9625e-14
7497.7080	2.4278e-12	2.0031e-14
7498.9580	2.4273e-12	1.9448e-14
7500.2080	2.4284e-12	1.9952e-14
7501.4580	2.4246e-12	1.9476e-14
7502.7080	2.4145e-12	1.9214e-14
7503.9580	2.4032e-12	1.7736e-14
7505.2080	2.3924e-12	1.8422e-14
7506.4580	2.3895e-12	1.8551e-14
7507.7080	2.4004e-12	1.8706e-14
7508.9580	2.3355e-12	1.8666e-14
7510.2080	2.2764e-12	1.8660e-14
7511.4580	2.3199e-12	1.8085e-14
7512.7080	2.3557e-12	2.1149e-14
7513.9580	2.3343e-12	1.9223e-14
7515.2080	2.3414e-12	1.8240e-14
7516.4580	2.3903e-12	1.9051e-14
7517.7080	2.4110e-12	1.9739e-14
7518.9580	2.4066e-12	1.9513e-14
7520.2080	2.3828e-12	2.1742e-14
7521.4580	2.3421e-12	1.8472e-14
7522.7080	2.3316e-12	1.6408e-14
7523.9580	2.3403e-12	1.8612e-14
7525.2080	2.3674e-12	1.9849e-14
7526.4580	2.3964e-12	1.9752e-14
7527.7080	2.3947e-12	2.0528e-14
7528.9580	2.3663e-12	1.9664e-14
7530.2080	2.3309e-12	1.9262e-14
7531.4580	2.3236e-12	1.8351e-14
7532.7080	2.3410e-12	1.9181e-14
7533.9580	2.3761e-12	1.9619e-14
7535.2080	2.3940e-12	1.6895e-14
7536.4580	2.3941e-12	1.7312e-14
7537.7080	2.3930e-12	1.7672e-14
7538.9580	2.3924e-12	2.0135e-14
7540.2080	2.3873e-12	1.8552e-14
7541.4580	2.3873e-12	1.9962e-14
7542.7080	2.3881e-12	1.8069e-14
7543.9580	2.3753e-12	1.8014e-14
7545.2080	2.3602e-12	1.8933e-14
7546.4580	2.3619e-12	1.9223e-14
7547.7080	2.3743e-12	2.0845e-14
7548.9580	2.3818e-12	2.1373e-14
7550.2080	2.3746e-12	1.9343e-14
7551.4580	2.3694e-12	1.8665e-14
7552.7080	2.3484e-12	1.9324e-14
7553.9580	2.2933e-12	1.6336e-14
7555.2080	2.2917e-12	1.5692e-14
7556.4580	2.3434e-12	1.8112e-14
7557.7080	2.3524e-12	1.7105e-14
7558.9580	2.3498e-12	1.8944e-14
7560.2080	2.3551e-12	1.9773e-14
7561.4580	2.3525e-12	1.9237e-14
7562.7080	2.3509e-12	1.8453e-14
7563.9580	2.3540e-12	1.5988e-14
7565.2080	2.3522e-12	1.8331e-14
7566.4580	2.3342e-12	1.8698e-14
7567.7080	2.3196e-12	1.8017e-14
7568.9580	2.3358e-12	1.9435e-14
7570.2080	2.3529e-12	1.8988e-14
7571.4580	2.3353e-12	1.9395e-14
7572.7080	2.3008e-12	1.8272e-14
7573.9580	2.3122e-12	1.8844e-14
7575.2080	2.3486e-12	2.0227e-14
7576.4580	2.3562e-12	1.9468e-14
7577.7080	2.3511e-12	1.8807e-14
7578.9580	2.3426e-12	1.9176e-14
7580.2080	2.3371e-12	1.7732e-14
7581.4580	2.3293e-12	1.8307e-14
7582.7080	2.3120e-12	1.8058e-14
7583.9580	2.2765e-12	1.8767e-14
7585.2080	2.2591e-12	1.6472e-14
7586.4580	2.2958e-12	1.7435e-14
7587.7080	2.3281e-12	2.0005e-14
7588.9580	2.3348e-12	1.9051e-14
7590.2080	2.3345e-12	1.5230e-14
7591.4580	2.3391e-12	1.7060e-14
7592.7080	2.3486e-12	2.1546e-14
7593.9580	2.3416e-12	1.8787e-14
7595.2080	2.3155e-12	1.3691e-14
7596.4580	2.3208e-12	1.2584e-14
7597.7080	2.3036e-12	1.3637e-14
7598.9580	2.3669e-12	8.3634e-15
7600.2080	2.1950e-12	2.5974e-14
7601.4580	2.0381e-12	1.1080e-14
7602.7080	2.2041e-12	4.2764e-14
7603.9580	2.1877e-12	1.6384e-14
7605.2080	2.2011e-12	1.7393e-14
7606.4580	2.3620e-12	1.5826e-14
7607.7080	2.3109e-12	1.2829e-14
7608.9580	2.1672e-12	1.6333e-14
7610.2080	2.1927e-12	1.6366e-14
7611.4580	2.0951e-12	2.7787e-14
7612.7080	2.2606e-12	2.2760e-14
7613.9580	2.4230e-12	3.8931e-14
7615.2080	2.3083e-12	3.1770e-14
7616.4580	2.1664e-12	8.9359e-15
7617.7080	2.1932e-12	1.5711e-14
7618.9580	2.2177e-12	1.7152e-14
7620.2080	2.2056e-12	2.0007e-14
7621.4580	2.3087e-12	1.0818e-14
7622.7080	2.1850e-12	9.3388e-15
7623.9580	2.2299e-12	1.7327e-14
7625.2080	2.4011e-12	1.7433e-14
7626.4580	2.2241e-12	2.1139e-14
7627.7080	2.1987e-12	1.9036e-14
7628.9580	2.3841e-12	1.4801e-14
7630.2080	2.2570e-12	2.1170e-14
7631.4580	2.2169e-12	2.3532e-14
7632.7080	2.3703e-12	1.0833e-14
7633.9580	2.3579e-12	1.3427e-14
7635.2080	2.3443e-12	2.4580e-14
7636.4580	2.2222e-12	1.1038e-14
7637.7080	2.1788e-12	1.4423e-14
7638.9580	2.1355e-12	1.8519e-14
7640.2080	2.1911e-12	1.7635e-14
7641.4580	2.4148e-12	1.7988e-14
7642.7080	2.3884e-12	1.3811e-14
7643.9580	2.2851e-12	1.1938e-14
7645.2080	2.2172e-12	1.5716e-14
7646.4580	2.2482e-12	2.4748e-14
7647.7080	2.3364e-12	2.0810e-14
7648.9580	2.3310e-12	1.6169e-14
7650.2080	2.2194e-12	1.8128e-14
7651.4580	2.2044e-12	1.9338e-14
7652.7080	2.2866e-12	1.8906e-14
7653.9580	2.2777e-12	1.8001e-14
7655.2080	2.1728e-12	1.9915e-14
7656.4580	2.1449e-12	1.5358e-14
7657.7080	2.2093e-12	1.4486e-14
7658.9580	2.1739e-12	1.1767e-14
7660.2080	2.2020e-12	1.5095e-14
7661.4580	2.2386e-12	2.6920e-14
7662.7080	2.1949e-12	2.3137e-14
7663.9580	2.1252e-12	1.7916e-14
7665.2080	2.1849e-12	1.8162e-14
7666.4580	2.2746e-12	1.3251e-14
7667.7080	2.2703e-12	1.5634e-14
7668.9580	2.2427e-12	1.3971e-14
7670.2080	2.2283e-12	1.0307e-14
7671.4580	2.2609e-12	1.3494e-14
7672.7080	2.2771e-12	2.3268e-14
7673.9580	2.2865e-12	2.2099e-14
7675.2080	2.2922e-12	1.5424e-14
7676.4580	2.2814e-12	1.5974e-14
7677.7080	2.2091e-12	1.7972e-14
7678.9580	2.1712e-12	1.5826e-14
7680.2080	2.2224e-12	1.4614e-14
7681.4580	2.2722e-12	1.7324e-14
7682.7080	2.2701e-12	2.1334e-14
7683.9580	2.2263e-12	1.8470e-14
7685.2080	2.2148e-12	1.5282e-14
7686.4580	2.2315e-12	1.7460e-14
7687.7080	2.2357e-12	1.4767e-14
7688.9580	2.2259e-12	1.2964e-14
7690.2080	2.2013e-12	1.9096e-14
7691.4580	2.2054e-12	1.5445e-14
7692.7080	2.2367e-12	1.5430e-14
7693.9580	2.2317e-12	1.3503e-14
7695.2080	2.2012e-12	1.6626e-14
7696.4580	2.1886e-12	1.5626e-14
7697.7080	2.1862e-12	1.6634e-14
7698.9580	2.2104e-12	1.7675e-14
7700.2080	2.2402e-12	1.5746e-14
7701.4580	2.2425e-12	1.5369e-14
7702.7080	2.2368e-12	1.5879e-14
7703.9580	2.2284e-12	1.4854e-14
7705.2080	2.2292e-12	1.5130e-14
7706.4580	2.2321e-12	1.6255e-14
7707.7080	2.2227e-12	1.4378e-14
7708.9580	2.1663e-12	1.5121e-14
7710.2080	2.0744e-12	1.6998e-14
7711.4580	2.0963e-12	1.4230e-14
7712.7080	2.1486e-12	1.4238e-14
7713.9580	2.1439e-12	1.6757e-14
7715.2080	2.1824e-12	1.6367e-14
7716.4580	2.2128e-12	1.5035e-14
7717.7080	2.2094e-12	1.7851e-14
7718.9580	2.2107e-12	1.6354e-14
7720.2080	2.2110e-12	1.4407e-14
7721.4580	2.2077e-12	1.5896e-14
7722.7080	2.2061e-12	1.6100e-14
7723.9580	2.2086e-12	1.5642e-14
7725.2080	2.1730e-12	1.7342e-14
7726.4580	2.1312e-12	1.6595e-14
7727.7080	2.1610e-12	1.3188e-14
7728.9580	2.2010e-12	1.4411e-14
7730.2080	2.1929e-12	1.4749e-14
7731.4580	2.1855e-12	1.5326e-14
7732.7080	2.1947e-12	1.6655e-14
7733.9580	2.2004e-12	1.5234e-14
7735.2080	2.2014e-12	1.6075e-14
7736.4580	2.2040e-12	1.4256e-14
7737.7080	2.2044e-12	1.5536e-14
7738.9580	2.1989e-12	1.5267e-14
7740.2080	2.1667e-12	1.3953e-14
7741.4580	2.1181e-12	1.4660e-14
7742.7080	2.1340e-12	1.6660e-14
7743.9580	2.1746e-12	1.4482e-14
7745.2080	2.1706e-12	1.6223e-14
7746.4580	2.1164e-12	1.5802e-14
7747.7080	2.0694e-12	1.4565e-14
7748.9580	2.1116e-12	1.2815e-14
7750.2080	2.1619e-12	1.5407e-14
7751.4580	2.1775e-12	1.4989e-14
7752.7080	2.1835e-12	1.5939e-14
7753.9580	2.1788e-12	1.4535e-14
7755.2080	2.1764e-12	1.5694e-14
7756.4580	2.1761e-12	1.5313e-14
7757.7080	2.1714e-12	1.3972e-14
7758.9580	2.1664e-12	1.3514e-14
7760.2080	2.1632e-12	1.5343e-14
7761.4580	2.1705e-12	1.6829e-14
7762.7080	2.1700e-12	1.4934e-14
7763.9580	2.1696e-12	1.4529e-14
7765.2080	2.1711e-12	1.2037e-14
7766.4580	2.1698e-12	1.4589e-14
7767.7080	2.1688e-12	1.6683e-14
7768.9580	2.1292e-12	1.2877e-14
7770.2080	1.9729e-12	1.4497e-14
7771.4580	1.8894e-12	1.5913e-14
7772.7080	1.8565e-12	1.1311e-14
7773.9580	1.8263e-12	1.5908e-14
7775.2080	1.9884e-12	1.3329e-14
7776.4580	2.1296e-12	1.4280e-14
7777.7080	2.1359e-12	1.3633e-14
7778.9580	2.0794e-12	1.3674e-14
7780.2080	2.0766e-12	1.5656e-14
7781.4580	2.1316e-12	1.3318e-14
7782.7080	2.1507e-12	1.3160e-14
7783.9580	2.1524e-12	1.5535e-14
7785.2080	2.1489e-12	1.3970e-14
7786.4580	2.1336e-12	1.3877e-14
7787.7080	2.1095e-12	1.4607e-14
7788.9580	2.1169e-12	1.4371e-14
7790.2080	2.1368e-12	1.6048e-14
7791.4580	2.1430e-12	1.3512e-14
7792.7080	2.1432e-12	1.3715e-14
7793.9580	2.1419e-12	1.5029e-14
7795.2080	2.1123e-12	1.3221e-14
7796.4580	2.0709e-12	1.1375e-14
7797.7080	2.0739e-12	1.3880e-14
7798.9580	2.0883e-12	1.3871e-14
7800.2080	2.1049e-12	1.2826e-14
7801.4580	2.1276e-12	1.3754e-14
7802.7080	2.1328e-12	1.2872e-14
7803.9580	2.1318e-12	1.4360e-14
7805.2080	2.1254e-12	1.3318e-14
7806.4580	2.1035e-12	1.4792e-14
7807.7080	2.1045e-12	1.5216e-14
7808.9580	2.1161e-12	1.1505e-14
7810.2080	2.1162e-12	1.3927e-14
7811.4580	2.1197e-12	1.4869e-14
7812.7080	2.1254e-12	1.5437e-14
7813.9580	2.1271e-12	1.3447e-14
7815.2080	2.1238e-12	1.4375e-14
7816.4580	2.1131e-12	1.4868e-14
7817.7080	2.1147e-12	1.3992e-14
7818.9580	2.1185e-12	1.4162e-14
7820.2080	2.1207e-12	1.4630e-14
7821.4580	2.1211e-12	1.4556e-14
7822.7080	2.1229e-12	1.5269e-14
7823.9580	2.1195e-12	1.4450e-14
7825.2080	2.1121e-12	1.5721e-14
7826.4580	2.1124e-12	1.4901e-14
7827.7080	2.1116e-12	1.4105e-14
7828.9580	2.1007e-12	1.2515e-14
7830.2080	2.0517e-12	1.3507e-14
7831.4580	2.0236e-12	1.4112e-14
7832.7080	2.0648e-12	1.4092e-14
7833.9580	2.0681e-12	1.1580e-14
7835.2080	2.0556e-12	1.1534e-14
7836.4580	2.0818e-12	1.3215e-14
7837.7080	2.0976e-12	1.3539e-14
7838.9580	2.0950e-12	1.5113e-14
7840.2080	2.0881e-12	1.3852e-14
7841.4580	2.0894e-12	1.3204e-14
7842.7080	2.0936e-12	1.4790e-14
7843.9580	2.0943e-12	1.2672e-14
7845.2080	2.0981e-12	1.3805e-14
7846.4580	2.0933e-12	1.2705e-14
7847.7080	2.0766e-12	1.3139e-14
7848.9580	2.0582e-12	1.3994e-14
7850.2080	2.0714e-12	1.2061e-14
7851.4580	2.0850e-12	1.3628e-14
7852.7080	2.0901e-12	1.2677e-14
7853.9580	2.0861e-12	1.3234e-14
7855.2080	2.0867e-12	1.3729e-14
7856.4580	2.0936e-12	1.2155e-14
7857.7080	2.0940e-12	1.2250e-14
7858.9580	2.0851e-12	1.2269e-14
7860.2080	2.0797e-12	1.4147e-14
7861.4580	2.0833e-12	1.2815e-14
7862.7080	2.0803e-12	1.3618e-14
7863.9580	2.0825e-12	1.3474e-14
7865.2080	2.0861e-12	1.2390e-14
7866.4580	2.0853e-12	1.1903e-14
7867.7080	2.0839e-12	1.3384e-14
7868.9580	2.0810e-12	1.3160e-14
7870.2080	2.0821e-12	1.3436e-14
7871.4580	2.0870e-12	1.3359e-14
7872.7080	2.0857e-12	1.2897e-14
7873.9580	2.0728e-12	1.1486e-14
7875.2080	2.0218e-12	1.2282e-14
7876.4580	2.0056e-12	1.1630e-14
7877.7080	2.0535e-12	1.1982e-14
7878.9580	2.0631e-12	1.3297e-14
7880.2080	2.0242e-12	1.2533e-14
7881.4580	2.0267e-12	1.3291e-14
7882.7080	2.0647e-12	1.2325e-14
7883.9580	2.0771e-12	1.0888e-14
7885.2080	2.0770e-12	1.2592e-14
7886.4580	2.0766e-12	1.3689e-14
7887.7080	2.0767e-12	1.2703e-14
7888.9580	2.0724e-12	1.2260e-14
7890.2080	2.0714e-12	1.2781e-14
7891.4580	2.0719e-12	1.1945e-14
7892.7080	2.0653e-12	1.4931e-14
7893.9580	2.0070e-12	1.2335e-14
7895.2080	1.9379e-12	1.2194e-14
7896.4580	1.9946e-12	1.4648e-14
7897.7080	2.0609e-12	1.1463e-14
7898.9580	2.0659e-12	9.5499e-15
7900.2080	2.0623e-12	1.3651e-14
7901.4580	2.0609e-12	1.4505e-14
7902.7080	2.0662e-12	1.4328e-14
7903.9580	2.0691e-12	1.4261e-14
7905.2080	2.0659e-12	1.4237e-14
7906.4580	2.0604e-12	1.1077e-14
7907.7080	2.0563e-12	1.1961e-14
7908.9580	2.0593e-12	1.2416e-14
7910.2080	2.0573e-12	1.5286e-14
7911.4580	2.0512e-12	1.2590e-14
7912.7080	2.0513e-12	1.3201e-14
