lambda	Flux	e_Flux
5540.9000	1.0451e-10	2.1097e-12
5542.1500	1.0654e-10	2.1608e-12
5543.4000	1.0318e-10	2.1962e-12
5544.6500	1.0107e-10	2.1840e-12
5545.9000	1.0070e-10	2.1438e-12
5547.1500	9.8708e-11	2.1152e-12
5548.4000	1.0166e-10	2.1959e-12
5549.6500	1.0642e-10	2.2872e-12
5550.9000	1.0656e-10	2.2560e-12
5552.1500	1.0598e-10	2.2119e-12
5553.4000	1.0427e-10	2.2127e-12
5554.6500	1.0189e-10	2.0722e-12
5555.9000	1.0146e-10	2.0785e-12
5557.1500	9.9990e-11	2.1012e-12
5558.4000	9.8328e-11	2.0196e-12
5559.6500	1.0001e-10	2.0081e-12
5560.9000	1.0071e-10	2.0995e-12
5562.1500	9.9426e-11	2.0177e-12
5563.4000	9.8467e-11	2.0375e-12
5564.6500	9.8799e-11	1.9878e-12
5565.9000	9.7495e-11	1.9991e-12
5567.1500	9.5249e-11	2.0123e-12
5568.4000	9.6661e-11	2.0101e-12
5569.6500	9.8429e-11	2.0901e-12
5570.9000	9.9283e-11	2.0581e-12
5572.1500	1.0142e-10	2.0879e-12
5573.4000	9.9799e-11	2.1219e-12
5574.6500	9.9715e-11	2.0204e-12
5575.9000	1.0197e-10	2.0710e-12
5577.1500	1.0181e-10	2.1332e-12
5578.4000	1.0275e-10	2.0815e-12
5579.6500	1.0179e-10	2.0556e-12
5580.9000	1.0318e-10	1.9920e-12
5582.1500	1.0282e-10	2.0829e-12
5583.4000	1.0058e-10	2.0677e-12
5584.6500	9.9918e-11	2.1151e-12
5585.9000	9.8403e-11	2.0702e-12
5587.1500	9.5076e-11	2.0063e-12
5588.4000	9.0475e-11	1.9009e-12
5589.6500	8.8788e-11	1.8910e-12
5590.9000	9.1028e-11	1.7517e-12
5592.1500	9.3498e-11	1.8399e-12
5593.4000	9.3441e-11	1.8769e-12
5594.6500	9.4242e-11	1.8438e-12
5595.9000	9.8798e-11	1.8808e-12
5597.1500	1.0272e-10	2.0647e-12
5598.4000	9.3322e-11	1.9849e-12
5599.6500	8.4766e-11	1.7045e-12
5600.9000	8.6853e-11	1.7991e-12
5602.1500	8.9300e-11	1.7976e-12
5603.4000	9.0160e-11	1.7449e-12
5604.6500	9.0882e-11	1.7555e-12
5605.9000	9.3945e-11	1.9026e-12
5607.1500	9.8086e-11	1.9726e-12
5608.4000	1.0042e-10	1.9824e-12
5609.6500	1.0041e-10	2.0310e-12
5610.9000	9.9531e-11	1.9686e-12
5612.1500	1.0048e-10	2.0349e-12
5613.4000	1.0266e-10	2.0832e-12
5614.6500	9.9948e-11	2.0763e-12
5615.9000	9.0997e-11	1.7524e-12
5617.1500	8.9817e-11	1.7349e-12
5618.4000	9.4006e-11	1.9232e-12
5619.6500	9.2903e-11	1.8458e-12
5620.9000	9.1793e-11	1.7560e-12
5622.1500	9.5078e-11	1.9119e-12
5623.4000	9.7703e-11	2.0066e-12
5624.6500	9.1819e-11	1.8327e-12
5625.9000	8.7412e-11	1.6835e-12
5627.1500	9.1753e-11	1.8217e-12
5628.4000	9.4593e-11	1.8871e-12
5629.6500	9.3092e-11	1.7385e-12
5630.9000	9.2794e-11	1.7475e-12
5632.1500	9.5488e-11	1.8860e-12
5633.4000	9.8355e-11	1.9275e-12
5634.6500	9.9795e-11	1.9739e-12
5635.9000	9.7712e-11	1.9294e-12
5637.1500	9.3924e-11	1.7763e-12
5638.4000	9.2947e-11	1.7152e-12
5639.6500	9.3733e-11	1.8367e-12
5640.9000	9.3174e-11	1.8284e-12
5642.1500	9.2174e-11	1.7704e-12
5643.4000	9.3207e-11	1.7775e-12
5644.6500	9.3896e-11	1.8383e-12
5645.9000	9.4503e-11	1.8918e-12
5647.1500	9.5508e-11	1.7724e-12
5648.4000	9.5990e-11	1.8551e-12
5649.6500	9.6771e-11	1.7733e-12
5650.9000	9.8988e-11	1.8539e-12
5652.1500	1.0250e-10	2.0564e-12
5653.4000	1.0535e-10	2.0871e-12
5654.6500	1.0488e-10	2.0154e-12
5655.9000	1.0302e-10	1.9294e-12
5657.1500	1.0169e-10	1.9855e-12
5658.4000	9.3276e-11	1.8171e-12
5659.6500	8.8088e-11	1.7400e-12
5660.9000	9.5712e-11	1.8689e-12
5662.1500	9.6991e-11	1.9618e-12
5663.4000	9.2484e-11	1.7898e-12
5664.6500	9.4250e-11	1.7564e-12
5665.9000	9.8150e-11	1.8524e-12
5667.1500	9.9333e-11	1.9474e-12
5668.4000	9.5226e-11	1.8373e-12
5669.6500	9.2524e-11	1.7779e-12
5670.9000	9.3112e-11	1.7924e-12
5672.1500	9.3657e-11	1.8202e-12
5673.4000	9.8469e-11	1.9070e-12
5674.6500	1.0315e-10	1.9458e-12
5675.9000	1.0304e-10	1.9173e-12
5677.1500	1.0450e-10	1.9673e-12
5678.4000	1.0610e-10	2.0587e-12
5679.6500	1.0377e-10	2.0002e-12
5680.9000	1.0225e-10	1.9091e-12
5682.1500	1.0203e-10	1.9738e-12
5683.4000	1.0063e-10	1.9021e-12
5684.6500	1.0239e-10	1.8426e-12
5685.9000	1.0572e-10	2.0770e-12
5687.1500	1.0248e-10	2.0159e-12
5688.4000	9.7466e-11	1.9333e-12
5689.6500	9.8228e-11	1.8334e-12
5690.9000	1.0307e-10	1.9261e-12
5692.1500	1.0759e-10	2.0160e-12
5693.4000	1.0990e-10	2.0705e-12
5694.6500	1.0854e-10	2.1275e-12
5695.9000	1.0581e-10	2.0441e-12
5697.1500	1.0528e-10	2.0053e-12
5698.4000	1.0202e-10	2.0102e-12
5699.6500	9.8538e-11	1.8782e-12
5700.9000	9.8627e-11	1.9073e-12
5702.1500	9.6300e-11	1.7833e-12
5703.4000	9.5158e-11	1.7830e-12
5704.6500	9.9852e-11	1.8208e-12
5705.9000	1.0347e-10	2.0120e-12
5707.1500	9.9935e-11	1.9245e-12
5708.4000	9.4618e-11	1.8727e-12
5709.6500	9.1439e-11	1.6898e-12
5710.9000	9.4943e-11	1.7747e-12
5712.1500	9.5887e-11	1.8184e-12
5713.4000	9.6990e-11	1.6824e-12
5714.6500	1.0360e-10	1.9891e-12
5715.9000	1.0612e-10	1.9716e-12
5717.1500	1.0567e-10	1.9659e-12
5718.4000	1.0386e-10	1.9413e-12
5719.6500	1.0447e-10	1.9695e-12
5720.9000	1.0690e-10	2.0650e-12
5722.1500	1.0974e-10	2.0946e-12
5723.4000	1.1186e-10	2.1462e-12
5724.6500	1.1025e-10	2.1000e-12
5725.9000	1.0764e-10	2.0890e-12
5727.1500	1.0178e-10	1.8676e-12
5728.4000	9.7955e-11	1.6842e-12
5729.6500	1.0418e-10	1.8862e-12
5730.9000	1.0690e-10	2.0398e-12
5732.1500	1.0312e-10	1.9116e-12
5733.4000	1.0582e-10	2.0155e-12
5734.6500	1.0986e-10	2.0734e-12
5735.9000	1.0922e-10	1.9807e-12
5737.1500	1.0695e-10	1.9696e-12
5738.4000	1.0662e-10	2.0345e-12
5739.6500	1.0679e-10	1.9912e-12
5740.9000	1.0639e-10	1.9470e-12
5742.1500	1.0839e-10	2.1287e-12
5743.4000	1.0815e-10	2.0637e-12
5744.6500	1.0848e-10	1.9898e-12
5745.9000	1.1346e-10	2.2607e-12
5747.1500	1.1549e-10	2.1937e-12
5748.4000	1.1029e-10	2.0658e-12
5749.6500	1.0776e-10	2.0015e-12
5750.9000	1.1256e-10	2.1371e-12
5752.1500	1.1353e-10	2.1093e-12
5753.4000	1.0874e-10	1.9917e-12
5754.6500	1.0530e-10	1.8883e-12
5755.9000	1.0876e-10	2.0254e-12
5757.1500	1.1463e-10	2.2292e-12
5758.4000	1.1723e-10	2.1967e-12
5759.6500	1.1473e-10	2.1528e-12
5760.9000	1.0802e-10	2.0321e-12
5762.1500	1.0160e-10	1.9288e-12
5763.4000	9.9370e-11	1.8504e-12
5764.6500	1.0490e-10	2.0385e-12
5765.9000	1.1079e-10	2.0938e-12
5767.1500	1.1129e-10	2.0571e-12
5768.4000	1.1155e-10	2.0899e-12
5769.6500	1.1191e-10	2.1112e-12
5770.9000	1.1165e-10	2.1863e-12
5772.1500	1.1072e-10	2.1526e-12
5773.4000	1.0972e-10	2.0724e-12
5774.6500	1.0911e-10	2.0290e-12
5775.9000	1.0856e-10	2.0338e-12
5777.1500	1.0839e-10	2.0423e-12
5778.4000	1.0956e-10	2.0752e-12
5779.6500	1.1069e-10	1.9942e-12
5780.9000	1.0613e-10	2.0115e-12
5782.1500	9.8950e-11	1.8849e-12
5783.4000	9.8107e-11	1.7502e-12
5784.6500	9.9863e-11	1.8724e-12
5785.9000	9.7069e-11	1.8377e-12
5787.1500	9.9039e-11	1.8594e-12
5788.4000	1.0539e-10	1.8750e-12
5789.6500	1.0881e-10	1.9890e-12
5790.9000	1.0719e-10	2.0759e-12
5792.1500	1.0454e-10	1.9506e-12
5793.4000	1.1011e-10	1.9798e-12
5794.6500	1.1630e-10	2.1700e-12
5795.9000	1.1844e-10	2.2621e-12
5797.1500	1.1530e-10	2.2357e-12
5798.4000	1.0807e-10	2.0797e-12
5799.6500	1.1019e-10	1.9921e-12
5800.9000	1.1891e-10	2.2719e-12
5802.1500	1.2210e-10	2.3949e-12
5803.4000	1.2151e-10	2.3773e-12
5804.6500	1.1594e-10	2.1919e-12
5805.9000	1.1350e-10	2.0611e-12
5807.1500	1.1570e-10	2.2071e-12
5808.4000	1.1640e-10	2.1431e-12
5809.6500	1.1586e-10	2.1488e-12
5810.9000	1.1527e-10	2.2425e-12
5812.1500	1.1431e-10	2.2482e-12
5813.4000	1.1244e-10	2.0793e-12
5814.6500	1.0987e-10	2.0140e-12
5815.9000	1.0674e-10	2.1109e-12
5817.1500	1.0603e-10	2.0643e-12
5818.4000	1.0886e-10	2.1053e-12
5819.6500	1.1175e-10	2.1628e-12
5820.9000	1.1252e-10	2.1518e-12
5822.1500	1.1277e-10	2.1619e-12
5823.4000	1.1111e-10	2.2040e-12
5824.6500	1.1003e-10	2.1827e-12
5825.9000	1.1190e-10	2.1780e-12
5827.1500	1.1313e-10	2.2448e-12
5828.4000	1.1326e-10	2.2117e-12
5829.6500	1.1403e-10	2.2065e-12
5830.9000	1.1478e-10	2.1932e-12
5832.1500	1.1470e-10	2.1930e-12
5833.4000	1.1502e-10	2.1574e-12
5834.6500	1.1319e-10	2.2089e-12
5835.9000	1.1159e-10	2.1347e-12
5837.1500	1.1413e-10	2.2767e-12
5838.4000	1.1331e-10	2.2192e-12
5839.6500	1.0947e-10	2.0195e-12
5840.9000	1.1119e-10	2.0970e-12
5842.1500	1.1568e-10	2.2265e-12
5843.4000	1.1737e-10	2.2506e-12
5844.6500	1.1661e-10	2.2663e-12
5845.9000	1.1490e-10	2.2247e-12
5847.1500	1.1117e-10	2.1988e-12
5848.4000	1.0766e-10	2.0617e-12
5849.6500	1.0714e-10	2.1135e-12
5850.9000	1.0633e-10	2.0664e-12
5852.1500	1.0326e-10	2.0432e-12
5853.4000	9.9500e-11	1.9075e-12
5854.6500	1.0021e-10	1.9172e-12
5855.9000	1.0358e-10	2.0809e-12
5857.1500	1.0155e-10	2.0580e-12
5858.4000	9.7697e-11	1.9237e-12
5859.6500	1.0029e-10	1.9702e-12
5860.9000	1.0523e-10	2.1654e-12
5862.1500	1.0540e-10	2.0289e-12
5863.4000	1.0145e-10	1.9471e-12
5864.6500	1.0065e-10	1.9349e-12
5865.9000	1.0124e-10	2.0226e-12
5867.1500	9.7750e-11	1.9067e-12
5868.4000	9.7724e-11	1.9047e-12
5869.6500	1.0288e-10	1.9714e-12
5870.9000	1.0619e-10	2.0759e-12
5872.1500	1.0585e-10	2.0642e-12
5873.4000	1.0252e-10	1.9990e-12
5874.6500	1.0154e-10	2.0460e-12
5875.9000	1.0318e-10	1.9803e-12
5877.1500	1.0179e-10	1.9801e-12
5878.4000	9.9622e-11	1.9596e-12
5879.6500	9.7246e-11	1.9101e-12
5880.9000	9.4125e-11	1.9082e-12
5882.1500	9.7183e-11	1.9600e-12
5883.4000	1.0162e-10	2.0194e-12
5884.6500	1.0122e-10	1.9880e-12
5885.9000	1.0129e-10	1.9958e-12
5887.1500	1.0204e-10	2.1033e-12
5888.4000	9.6404e-11	1.9414e-12
5889.6500	7.7948e-11	1.4993e-12
5890.9000	6.3623e-11	1.2598e-12
5892.1500	7.5248e-11	1.6269e-12
5893.4000	9.0566e-11	1.8814e-12
5894.6500	9.1535e-11	1.9020e-12
5895.9000	7.9794e-11	1.6148e-12
5897.1500	7.2640e-11	1.4200e-12
5898.4000	8.3924e-11	1.6378e-12
5899.6500	8.9558e-11	1.8102e-12
5900.9000	8.9626e-11	1.8044e-12
5902.1500	9.4080e-11	1.9199e-12
5903.4000	9.5632e-11	1.9072e-12
5904.6500	9.5240e-11	1.8793e-12
5905.9000	9.3763e-11	1.8687e-12
5907.1500	9.2525e-11	1.8453e-12
5908.4000	9.4456e-11	1.9031e-12
5909.6500	9.6181e-11	2.0161e-12
5910.9000	9.6665e-11	1.9722e-12
5912.1500	9.7602e-11	1.9409e-12
5913.4000	9.5528e-11	1.9990e-12
5914.6500	9.0986e-11	1.8802e-12
5915.9000	9.0358e-11	1.8742e-12
5917.1500	9.2359e-11	1.8046e-12
5918.4000	9.4323e-11	1.8194e-12
5919.6500	9.5299e-11	1.9048e-12
5920.9000	9.7234e-11	2.0263e-12
5922.1500	9.5464e-11	1.9559e-12
5923.4000	9.2396e-11	1.9487e-12
5924.6500	9.4375e-11	1.9066e-12
5925.9000	9.6277e-11	1.9146e-12
5927.1500	9.7286e-11	1.9704e-12
5928.4000	9.7976e-11	1.9987e-12
5929.6500	9.7302e-11	1.9684e-12
5930.9000	9.6422e-11	1.9775e-12
5932.1500	9.8550e-11	1.9552e-12
5933.4000	1.0116e-10	2.0900e-12
5934.6500	9.8447e-11	2.0243e-12
5935.9000	9.4926e-11	1.9583e-12
5937.1500	9.7313e-11	1.9549e-12
5938.4000	9.9155e-11	1.9849e-12
5939.6500	1.0063e-10	2.0352e-12
5940.9000	9.9175e-11	2.1512e-12
5942.1500	9.5313e-11	1.9499e-12
5943.4000	9.8463e-11	2.0161e-12
5944.6500	1.0118e-10	2.0305e-12
5945.9000	1.0303e-10	2.1737e-12
5947.1500	1.0598e-10	2.2423e-12
5948.4000	1.0340e-10	2.1967e-12
5949.6500	9.7201e-11	1.9900e-12
5950.9000	9.6111e-11	1.9980e-12
5952.1500	9.8685e-11	2.0360e-12
5953.4000	9.7274e-11	2.0606e-12
5954.6500	9.7512e-11	2.0638e-12
5955.9000	9.7118e-11	2.0174e-12
5957.1500	9.2775e-11	1.8562e-12
5958.4000	9.3260e-11	1.9347e-12
5959.6500	9.7448e-11	2.0325e-12
5960.9000	1.0139e-10	2.0991e-12
5962.1500	1.0339e-10	2.1223e-12
5963.4000	1.0267e-10	2.0857e-12
5964.6500	1.0139e-10	2.0261e-12
5965.9000	9.9610e-11	2.0157e-12
5967.1500	9.9866e-11	2.0348e-12
5968.4000	1.0363e-10	2.2293e-12
5969.6500	1.0549e-10	2.2612e-12
5970.9000	1.0619e-10	2.2450e-12
5972.1500	1.0628e-10	2.2451e-12
5973.4000	1.0545e-10	2.2184e-12
5974.6500	1.0494e-10	2.2193e-12
5975.9000	1.0375e-10	2.2064e-12
5977.1500	1.0204e-10	2.1620e-12
5978.4000	9.9375e-11	2.1321e-12
5979.6500	9.8790e-11	1.9959e-12
5980.9000	1.0134e-10	2.1439e-12
5982.1500	1.0322e-10	2.1615e-12
5983.4000	1.0189e-10	2.2057e-12
5984.6500	9.7476e-11	2.1731e-12
5985.9000	9.8553e-11	2.0677e-12
5987.1500	1.0495e-10	2.2909e-12
5988.4000	1.0631e-10	2.2527e-12
5989.6500	1.0589e-10	2.2146e-12
5990.9000	1.0672e-10	2.3077e-12
5992.1500	1.0627e-10	2.1533e-12
5993.4000	1.0848e-10	2.2279e-12
5994.6500	1.1305e-10	2.3848e-12
5995.9000	1.1285e-10	2.4198e-12
5997.1500	1.1011e-10	2.3017e-12
5998.4000	1.0848e-10	2.3103e-12
5999.6500	1.0656e-10	2.2925e-12
6000.9000	1.0542e-10	2.1680e-12
6002.1500	1.0502e-10	2.1513e-12
6003.4000	1.0354e-10	2.1940e-12
6004.6500	1.0650e-10	2.3404e-12
6005.9000	1.0885e-10	2.3912e-12
6007.1500	1.0568e-10	2.2475e-12
6008.4000	1.0214e-10	2.1672e-12
6009.6500	1.0328e-10	2.2016e-12
6010.9000	1.0884e-10	2.3908e-12
6012.1500	1.1026e-10	2.4170e-12
6013.4000	1.0622e-10	2.2665e-12
6014.6500	1.0548e-10	2.2714e-12
6015.9000	1.0866e-10	2.3860e-12
6017.1500	1.0694e-10	2.2913e-12
6018.4000	1.0442e-10	2.2215e-12
6019.6500	1.0624e-10	2.2890e-12
6020.9000	1.0847e-10	2.3619e-12
6022.1500	1.0973e-10	2.4219e-12
6023.4000	1.1095e-10	2.4419e-12
6024.6500	1.1127e-10	2.4137e-12
6025.9000	1.1208e-10	2.4110e-12
6027.1500	1.1357e-10	2.5224e-12
6028.4000	1.1434e-10	2.5083e-12
6029.6500	1.1628e-10	2.5948e-12
6030.9000	1.1531e-10	2.5733e-12
6032.1500	1.1196e-10	2.4292e-12
6033.4000	1.1385e-10	2.4843e-12
6034.6500	1.1835e-10	2.5209e-12
6035.9000	1.1942e-10	2.5540e-12
6037.1500	1.1819e-10	2.5528e-12
6038.4000	1.1787e-10	2.5692e-12
6039.6500	1.1648e-10	2.5431e-12
6040.9000	1.1494e-10	2.4568e-12
6042.1500	1.1700e-10	2.5139e-12
6043.4000	1.1942e-10	2.6772e-12
6044.6500	1.2164e-10	2.6085e-12
6045.9000	1.2305e-10	2.7279e-12
6047.1500	1.2378e-10	2.7572e-12
6048.4000	1.2358e-10	2.7205e-12
6049.6500	1.2193e-10	2.7497e-12
6050.9000	1.2231e-10	2.6332e-12
6052.1500	1.2278e-10	2.6184e-12
6053.4000	1.2136e-10	2.6607e-12
6054.6500	1.2040e-10	2.7209e-12
6055.9000	1.1997e-10	2.5923e-12
6057.1500	1.1802e-10	2.5680e-12
6058.4000	1.1385e-10	2.5202e-12
6059.6500	1.1473e-10	2.5277e-12
6060.9000	1.1986e-10	2.6307e-12
6062.1500	1.2109e-10	2.7988e-12
6063.4000	1.1753e-10	2.5871e-12
6064.6500	1.1322e-10	2.5338e-12
6065.9000	1.0960e-10	2.3732e-12
6067.1500	1.1448e-10	2.4379e-12
6068.4000	1.2314e-10	2.7704e-12
6069.6500	1.2537e-10	2.8195e-12
6070.9000	1.2627e-10	2.8883e-12
6072.1500	1.2700e-10	2.8981e-12
6073.4000	1.2649e-10	2.8857e-12
6074.6500	1.2626e-10	2.8111e-12
6075.9000	1.2634e-10	2.7789e-12
6077.1500	1.2550e-10	2.8329e-12
6078.4000	1.2314e-10	2.7554e-12
6079.6500	1.2050e-10	2.6545e-12
6080.9000	1.1988e-10	2.6798e-12
6082.1500	1.1628e-10	2.6069e-12
6083.4000	1.1491e-10	2.5643e-12
6084.6500	1.1934e-10	2.6930e-12
6085.9000	1.1936e-10	2.7638e-12
6087.1500	1.1930e-10	2.6866e-12
6088.4000	1.2255e-10	2.7706e-12
6089.6500	1.2094e-10	2.7296e-12
6090.9000	1.1424e-10	2.5654e-12
6092.1500	1.1354e-10	2.5584e-12
6093.4000	1.1598e-10	2.6241e-12
6094.6500	1.1868e-10	2.6390e-12
6095.9000	1.2471e-10	2.7628e-12
6097.1500	1.2426e-10	2.7565e-12
6098.4000	1.2126e-10	2.6254e-12
6099.6500	1.2364e-10	2.7681e-12
6100.9000	1.2664e-10	2.8899e-12
6102.1500	1.2122e-10	2.7836e-12
6103.4000	1.1026e-10	2.5077e-12
6104.6500	1.1202e-10	2.4571e-12
6105.9000	1.2076e-10	2.7463e-12
6107.1500	1.2222e-10	2.8078e-12
6108.4000	1.1990e-10	2.7023e-12
6109.6500	1.2087e-10	2.6917e-12
6110.9000	1.2205e-10	2.7641e-12
6112.1500	1.1875e-10	2.6906e-12
6113.4000	1.2090e-10	2.7840e-12
6114.6500	1.2686e-10	2.9292e-12
6115.9000	1.2723e-10	2.9591e-12
6117.1500	1.2374e-10	2.8288e-12
6118.4000	1.2385e-10	2.8159e-12
6119.6500	1.2218e-10	2.8818e-12
6120.9000	1.1449e-10	2.6738e-12
6122.1500	1.0759e-10	2.4824e-12
6123.4000	1.0923e-10	2.4681e-12
6124.6500	1.2053e-10	2.7507e-12
6125.9000	1.2374e-10	2.9006e-12
6127.1500	1.1839e-10	2.7074e-12
6128.4000	1.1482e-10	2.6313e-12
6129.6500	1.1660e-10	2.6946e-12
6130.9000	1.2397e-10	2.8795e-12
6132.1500	1.2869e-10	2.9855e-12
6133.4000	1.2870e-10	3.0028e-12
6134.6500	1.2334e-10	2.9692e-12
6135.9000	1.1286e-10	2.7177e-12
6137.1500	1.0345e-10	2.3456e-12
6138.4000	1.0301e-10	2.2887e-12
6139.6500	1.1670e-10	2.5915e-12
6140.9000	1.2590e-10	2.8961e-12
6142.1500	1.2199e-10	2.7488e-12
6143.4000	1.2021e-10	2.6598e-12
6144.6500	1.2555e-10	2.8438e-12
6145.9000	1.2845e-10	2.9490e-12
6147.1500	1.2753e-10	2.9416e-12
6148.4000	1.2548e-10	2.9123e-12
6149.6500	1.1745e-10	2.7938e-12
6150.9000	1.1059e-10	2.4882e-12
6152.1500	1.1503e-10	2.5134e-12
6153.4000	1.2231e-10	2.8502e-12
6154.6500	1.2219e-10	2.8418e-12
6155.9000	1.1853e-10	2.7032e-12
6157.1500	1.1753e-10	2.6622e-12
6158.4000	1.1340e-10	2.6295e-12
6159.6500	1.0539e-10	2.4590e-12
6160.9000	9.8133e-11	2.3519e-12
6162.1500	8.8367e-11	2.0522e-12
6163.4000	8.3009e-11	1.8674e-12
6164.6500	8.8627e-11	2.1277e-12
6165.9000	9.5027e-11	2.2788e-12
6167.1500	9.7483e-11	2.3088e-12
6168.4000	9.9676e-11	2.3808e-12
6169.6500	9.5647e-11	2.2924e-12
6170.9000	9.1196e-11	1.9645e-12
6172.1500	9.8302e-11	2.3314e-12
6173.4000	1.0256e-10	2.3987e-12
6174.6500	9.8409e-11	2.2329e-12
6175.9000	9.6559e-11	2.2055e-12
6177.1500	9.8375e-11	2.3252e-12
6178.4000	1.0079e-10	2.3695e-12
6179.6500	1.0403e-10	2.3237e-12
6180.9000	1.0490e-10	2.3833e-12
6182.1500	1.0572e-10	2.4169e-12
6183.4000	1.0634e-10	2.5485e-12
6184.6500	1.0405e-10	2.4268e-12
6185.9000	1.0093e-10	2.3464e-12
6187.1500	9.3824e-11	2.1779e-12
6188.4000	8.9437e-11	2.0911e-12
6189.6500	8.8801e-11	2.1542e-12
6190.9000	8.5687e-11	2.0823e-12
6192.1500	8.1538e-11	1.9250e-12
6193.4000	8.4499e-11	1.9939e-12
6194.6500	9.1374e-11	2.1400e-12
6195.9000	9.5039e-11	2.2387e-12
6197.1500	9.7401e-11	2.3670e-12
6198.4000	9.8167e-11	2.4261e-12
6199.6500	9.4109e-11	2.2522e-12
6200.9000	9.1316e-11	2.1560e-12
6202.1500	9.5490e-11	2.2830e-12
6203.4000	1.0034e-10	2.4748e-12
6204.6500	1.0130e-10	2.4454e-12
6205.9000	9.9882e-11	2.3406e-12
6207.1500	1.0114e-10	2.3614e-12
6208.4000	1.0347e-10	2.4713e-12
6209.6500	1.0305e-10	2.5010e-12
6210.9000	9.8867e-11	2.4224e-12
6212.1500	9.5825e-11	2.3281e-12
6213.4000	9.3136e-11	2.1851e-12
6214.6500	8.6365e-11	2.0609e-12
6215.9000	8.0542e-11	1.9420e-12
6217.1500	8.0261e-11	1.9038e-12
6218.4000	8.6156e-11	2.1145e-12
6219.6500	8.8564e-11	2.0931e-12
6220.9000	8.7409e-11	2.0510e-12
6222.1500	8.6443e-11	2.0443e-12
6223.4000	8.3509e-11	2.0751e-12
6224.6500	8.0195e-11	1.8645e-12
6225.9000	8.1422e-11	1.9296e-12
6227.1500	8.4683e-11	2.0023e-12
6228.4000	8.6027e-11	2.1598e-12
6229.6500	8.4761e-11	2.1112e-12
6230.9000	7.8895e-11	1.9100e-12
6232.1500	7.7390e-11	1.9119e-12
6233.4000	8.1977e-11	1.8955e-12
6234.6500	8.7530e-11	2.1176e-12
6235.9000	9.2635e-11	2.2696e-12
6237.1500	9.3102e-11	2.2710e-12
6238.4000	9.0913e-11	2.2321e-12
6239.6500	8.4039e-11	2.0529e-12
6240.9000	7.8820e-11	1.9582e-12
6242.1500	8.3422e-11	2.0347e-12
6243.4000	8.2429e-11	2.0017e-12
6244.6500	8.0616e-11	2.0439e-12
6245.9000	8.5554e-11	2.0841e-12
6247.1500	8.9153e-11	2.2283e-12
6248.4000	9.3669e-11	2.3549e-12
6249.6500	9.5275e-11	2.2935e-12
6250.9000	9.4973e-11	2.3415e-12
6252.1500	9.2509e-11	2.2403e-12
6253.4000	8.9513e-11	2.1749e-12
6254.6500	9.1120e-11	2.2096e-12
6255.9000	9.3021e-11	2.2641e-12
6257.1500	8.8870e-11	2.2622e-12
6258.4000	7.8652e-11	2.0102e-12
6259.6500	7.7142e-11	1.9089e-12
6260.9000	8.6951e-11	2.0844e-12
6262.1500	9.2751e-11	2.3107e-12
6263.4000	9.8329e-11	2.3939e-12
6264.6500	1.0253e-10	2.4755e-12
6265.9000	9.8026e-11	2.4541e-12
6267.1500	9.5836e-11	2.4032e-12
6268.4000	9.5873e-11	2.3549e-12
6269.6500	9.3128e-11	2.2810e-12
6270.9000	9.5904e-11	2.2401e-12
6272.1500	1.0161e-10	2.3916e-12
6273.4000	1.0212e-10	2.4372e-12
6274.6500	9.8174e-11	2.3702e-12
6275.9000	9.5086e-11	2.1793e-12
6277.1500	9.7411e-11	2.3370e-12
6278.4000	1.0187e-10	2.6581e-12
6279.6500	1.0345e-10	2.5828e-12
6280.9000	9.9596e-11	2.4912e-12
6282.1500	9.8474e-11	2.4799e-12
6283.4000	1.0137e-10	2.4802e-12
6284.6500	1.0420e-10	2.5047e-12
6285.9000	1.0445e-10	2.5899e-12
6287.1500	1.0664e-10	2.6157e-12
6288.4000	1.1155e-10	2.6657e-12
6289.6500	1.1367e-10	2.8614e-12
6290.9000	1.1206e-10	2.7059e-12
6292.1500	1.0930e-10	2.6727e-12
6293.4000	1.0550e-10	2.6143e-12
6294.6500	1.0504e-10	2.5453e-12
6295.9000	1.0377e-10	2.6512e-12
6297.1500	9.6686e-11	2.3144e-12
6298.4000	9.8180e-11	2.2717e-12
6299.6500	1.0657e-10	2.7149e-12
6300.9000	1.0842e-10	2.7226e-12
6302.1500	1.0638e-10	2.6177e-12
6303.4000	1.0610e-10	2.6043e-12
6304.6500	1.0716e-10	2.6182e-12
6305.9000	1.0550e-10	2.6245e-12
6307.1500	1.0682e-10	2.5982e-12
6308.4000	1.1426e-10	2.8103e-12
6309.6500	1.1749e-10	2.9005e-12
6310.9000	1.1585e-10	2.9123e-12
6312.1500	1.1137e-10	2.8437e-12
6313.4000	1.1064e-10	2.6556e-12
6314.6500	1.1319e-10	2.7893e-12
6315.9000	1.1185e-10	2.7257e-12
6317.1500	1.1296e-10	2.7028e-12
6318.4000	1.1196e-10	2.7945e-12
6319.6500	1.0979e-10	2.6144e-12
6320.9000	1.1399e-10	2.8140e-12
6322.1500	1.1520e-10	2.9008e-12
6323.4000	1.1469e-10	2.7761e-12
6324.6500	1.1655e-10	2.8550e-12
6325.9000	1.1559e-10	2.9049e-12
6327.1500	1.1503e-10	2.8087e-12
6328.4000	1.1733e-10	2.8503e-12
6329.6500	1.1971e-10	2.9428e-12
6330.9000	1.1862e-10	2.8968e-12
6332.1500	1.2022e-10	2.8309e-12
6333.4000	1.2531e-10	2.9869e-12
