lambda	Flux	e_Flux
5541.6400	1.7836e-12	9.4980e-15
5542.8900	1.7755e-12	8.8593e-15
5544.1400	1.7770e-12	8.2024e-15
5545.3900	1.7820e-12	9.2690e-15
5546.6400	1.7833e-12	1.0837e-14
5547.8900	1.7872e-12	1.0471e-14
5549.1400	1.7882e-12	9.9025e-15
5550.3900	1.7875e-12	8.7293e-15
5551.6400	1.7817e-12	9.6893e-15
5552.8900	1.7733e-12	1.0364e-14
5554.1400	1.7653e-12	1.0116e-14
5555.3900	1.7719e-12	8.2695e-15
5556.6400	1.7787e-12	8.6078e-15
5557.8900	1.7780e-12	9.1791e-15
5559.1400	1.7748e-12	1.0472e-14
5560.3900	1.7730e-12	1.0500e-14
5561.6400	1.7634e-12	9.7953e-15
5562.8900	1.7552e-12	8.9280e-15
5564.1400	1.7514e-12	1.1155e-14
5565.3900	1.7527e-12	1.0870e-14
5566.6400	1.7582e-12	8.9898e-15
5567.8900	1.7426e-12	1.0439e-14
5569.1400	1.7308e-12	1.0393e-14
5570.3900	1.7410e-12	1.0245e-14
5571.6400	1.7215e-12	1.1050e-14
5572.8900	1.7223e-12	9.2832e-15
5574.1400	1.7451e-12	1.1069e-14
5575.3900	1.7383e-12	8.5943e-15
5576.6400	1.7496e-12	9.0819e-15
5577.8900	1.7629e-12	8.4427e-15
5579.1400	1.7630e-12	1.0330e-14
5580.3900	1.7461e-12	7.1722e-15
5581.6400	1.7379e-12	7.0924e-15
5582.8900	1.7538e-12	8.8353e-15
5584.1400	1.7526e-12	7.9139e-15
5585.3900	1.7091e-12	7.0758e-15
5586.6400	1.6732e-12	7.6052e-15
5587.8900	1.6642e-12	8.3314e-15
5589.1400	1.6845e-12	7.9252e-15
5590.3900	1.7263e-12	8.9162e-15
5591.6400	1.7403e-12	8.7340e-15
5592.8900	1.7127e-12	8.4092e-15
5594.1400	1.6991e-12	8.1312e-15
5595.3900	1.7316e-12	8.4394e-15
5596.6400	1.7244e-12	8.4891e-15
5597.8900	1.6960e-12	8.5278e-15
5599.1400	1.7081e-12	8.1328e-15
5600.3900	1.7029e-12	6.8418e-15
5601.6400	1.6734e-12	8.2316e-15
5602.8900	1.6943e-12	8.8825e-15
5604.1400	1.7407e-12	6.8671e-15
5605.3900	1.7554e-12	7.2947e-15
5606.6400	1.7547e-12	7.3743e-15
5607.8900	1.7545e-12	8.2064e-15
5609.1400	1.7520e-12	8.6609e-15
5610.3900	1.7533e-12	8.0044e-15
5611.6400	1.7523e-12	9.4992e-15
5612.8900	1.7374e-12	6.5167e-15
5614.1400	1.6821e-12	9.0380e-15
5615.3900	1.6689e-12	8.8443e-15
5616.6400	1.7170e-12	6.4176e-15
5617.8900	1.7388e-12	8.6127e-15
5619.1400	1.7410e-12	7.1351e-15
5620.3900	1.7428e-12	6.6744e-15
5621.6400	1.7406e-12	7.0166e-15
5622.8900	1.7137e-12	7.3995e-15
5624.1400	1.6995e-12	8.2472e-15
5625.3900	1.7221e-12	7.0341e-15
5626.6400	1.7399e-12	7.1874e-15
5627.8900	1.7413e-12	8.0359e-15
5629.1400	1.7442e-12	7.3422e-15
5630.3900	1.7439e-12	6.9234e-15
5631.6400	1.7391e-12	7.8238e-15
5632.8900	1.7334e-12	8.3172e-15
5634.1400	1.7305e-12	8.5198e-15
5635.3900	1.7291e-12	7.1713e-15
5636.6400	1.7207e-12	7.3152e-15
5637.8900	1.7185e-12	7.1057e-15
5639.1400	1.7250e-12	6.7404e-15
5640.3900	1.7198e-12	7.9641e-15
5641.6400	1.7221e-12	7.5925e-15
5642.8900	1.7287e-12	7.1843e-15
5644.1400	1.7275e-12	6.8954e-15
5645.3900	1.7298e-12	6.1795e-15
5646.6400	1.7325e-12	8.3415e-15
5647.8900	1.7303e-12	8.2976e-15
5649.1400	1.7266e-12	6.9629e-15
5650.3900	1.7277e-12	7.9257e-15
5651.6400	1.7292e-12	7.5764e-15
5652.8900	1.7237e-12	9.6615e-15
5654.1400	1.7119e-12	6.9116e-15
5655.3900	1.7086e-12	6.4451e-15
5656.6400	1.6859e-12	8.6270e-15
5657.8900	1.6596e-12	6.8552e-15
5659.1400	1.6857e-12	6.3104e-15
5660.3900	1.7083e-12	6.8105e-15
5661.6400	1.6945e-12	7.1325e-15
5662.8900	1.7031e-12	5.8752e-15
5664.1400	1.7181e-12	7.6536e-15
5665.3900	1.7160e-12	7.2083e-15
5666.6400	1.7125e-12	7.7146e-15
5667.8900	1.7118e-12	6.3777e-15
5669.1400	1.7155e-12	5.7206e-15
5670.3900	1.7233e-12	6.8931e-15
5671.6400	1.7277e-12	6.2468e-15
5672.8900	1.7263e-12	6.8042e-15
5674.1400	1.7164e-12	6.8727e-15
5675.3900	1.7146e-12	7.0126e-15
5676.6400	1.7233e-12	7.7260e-15
5677.8900	1.7202e-12	7.5129e-15
5679.1400	1.7200e-12	6.7241e-15
5680.3900	1.7158e-12	6.6944e-15
5681.6400	1.7021e-12	6.3781e-15
5682.8900	1.6938e-12	5.4955e-15
5684.1400	1.6984e-12	7.9798e-15
5685.3900	1.7015e-12	7.7108e-15
5686.6400	1.6932e-12	7.0078e-15
5687.8900	1.6936e-12	7.2992e-15
5689.1400	1.7065e-12	7.9235e-15
5690.3900	1.7118e-12	7.9259e-15
5691.6400	1.7188e-12	8.4793e-15
5692.8900	1.7171e-12	7.5940e-15
5694.1400	1.7165e-12	7.6806e-15
5695.3900	1.7206e-12	7.9727e-15
5696.6400	1.7215e-12	6.3846e-15
5697.8900	1.7188e-12	7.0161e-15
5699.1400	1.7130e-12	6.6124e-15
5700.3900	1.6988e-12	6.9771e-15
5701.6400	1.7006e-12	6.4464e-15
5702.8900	1.7143e-12	6.5284e-15
5704.1400	1.7089e-12	4.8438e-15
5705.3900	1.6989e-12	6.1745e-15
5706.6400	1.6895e-12	5.7283e-15
5707.8900	1.6626e-12	8.0665e-15
5709.1400	1.6484e-12	5.1506e-15
5710.3900	1.6569e-12	5.9563e-15
5711.6400	1.6810e-12	6.5235e-15
5712.8900	1.7050e-12	6.5706e-15
5714.1400	1.7077e-12	8.0043e-15
5715.3900	1.7098e-12	7.4715e-15
5716.6400	1.7091e-12	7.0681e-15
5717.8900	1.7099e-12	6.9714e-15
5719.1400	1.7168e-12	6.3104e-15
5720.3900	1.7161e-12	6.4321e-15
5721.6400	1.7178e-12	5.9627e-15
5722.8900	1.7168e-12	5.3679e-15
5724.1400	1.7164e-12	5.3182e-15
5725.3900	1.7142e-12	5.9491e-15
5726.6400	1.7142e-12	6.1358e-15
5727.8900	1.7144e-12	6.7784e-15
5729.1400	1.7147e-12	7.2452e-15
5730.3900	1.7073e-12	5.7040e-15
5731.6400	1.7054e-12	4.9632e-15
5732.8900	1.7092e-12	6.2009e-15
5734.1400	1.7116e-12	5.7225e-15
5735.3900	1.7103e-12	5.9108e-15
5736.6400	1.7091e-12	6.2084e-15
5737.8900	1.7101e-12	4.4550e-15
5739.1400	1.7093e-12	5.4296e-15
5740.3900	1.7071e-12	5.2116e-15
5741.6400	1.7072e-12	6.2138e-15
5742.8900	1.7075e-12	5.7148e-15
5744.1400	1.7086e-12	6.2235e-15
5745.3900	1.7056e-12	4.1377e-15
5746.6400	1.6975e-12	6.4278e-15
5747.8900	1.6969e-12	4.6196e-15
5749.1400	1.7049e-12	4.8101e-15
5750.3900	1.6998e-12	5.8928e-15
5751.6400	1.6834e-12	6.0882e-15
5752.8900	1.6714e-12	5.7842e-15
5754.1400	1.6810e-12	4.6411e-15
5755.3900	1.6950e-12	5.7246e-15
5756.6400	1.7022e-12	5.7314e-15
5757.8900	1.7025e-12	4.9393e-15
5759.1400	1.6990e-12	5.6029e-15
5760.3900	1.6892e-12	6.1082e-15
5761.6400	1.6727e-12	5.1672e-15
5762.8900	1.6757e-12	4.4360e-15
5764.1400	1.6956e-12	4.0017e-15
5765.3900	1.7016e-12	5.5392e-15
5766.6400	1.7013e-12	4.7318e-15
5767.8900	1.7010e-12	6.5364e-15
5769.1400	1.7008e-12	5.6065e-15
5770.3900	1.6948e-12	4.4422e-15
5771.6400	1.6888e-12	5.0000e-15
5772.8900	1.6899e-12	4.9366e-15
5774.1400	1.6895e-12	5.7847e-15
5775.3900	1.6914e-12	5.3836e-15
5776.6400	1.6959e-12	6.2177e-15
5777.8900	1.6929e-12	4.3373e-15
5779.1400	1.6872e-12	5.6639e-15
5780.3900	1.6805e-12	4.7299e-15
5781.6400	1.6806e-12	5.2226e-15
5782.8900	1.6798e-12	5.7107e-15
5784.1400	1.6769e-12	5.9453e-15
5785.3900	1.6783e-12	4.4397e-15
5786.6400	1.6828e-12	4.6341e-15
5787.8900	1.6835e-12	5.0013e-15
5789.1400	1.6782e-12	3.5028e-15
5790.3900	1.6723e-12	4.4363e-15
5791.6400	1.6728e-12	4.6161e-15
5792.8900	1.6740e-12	4.2066e-15
5794.1400	1.6809e-12	3.6009e-15
5795.3900	1.6812e-12	4.8596e-15
5796.6400	1.6743e-12	4.4801e-15
5797.8900	1.6750e-12	5.8756e-15
5799.1400	1.6794e-12	5.8460e-15
5800.3900	1.6805e-12	5.4403e-15
5801.6400	1.6798e-12	5.4400e-15
5802.8900	1.6754e-12	5.6482e-15
5804.1400	1.6701e-12	3.8173e-15
5805.3900	1.6671e-12	5.3440e-15
5806.6400	1.6696e-12	3.5130e-15
5807.8900	1.6721e-12	4.2410e-15
5809.1400	1.6703e-12	4.3160e-15
5810.3900	1.6723e-12	3.8027e-15
5811.6400	1.6717e-12	5.1807e-15
5812.8900	1.6720e-12	4.8654e-15
5814.1400	1.6664e-12	4.2050e-15
5815.3900	1.6601e-12	4.8508e-15
5816.6400	1.6617e-12	6.3978e-15
5817.8900	1.6678e-12	5.2467e-15
5819.1400	1.6674e-12	4.5447e-15
5820.3900	1.6663e-12	5.7016e-15
5821.6400	1.6659e-12	5.5801e-15
5822.8900	1.6647e-12	3.9440e-15
5824.1400	1.6666e-12	3.7170e-15
5825.3900	1.6637e-12	4.1536e-15
5826.6400	1.6640e-12	5.0547e-15
5827.8900	1.6634e-12	5.5693e-15
5829.1400	1.6645e-12	3.9760e-15
5830.3900	1.6613e-12	5.4428e-15
5831.6400	1.6621e-12	6.4802e-15
5832.8900	1.6614e-12	4.7129e-15
5834.1400	1.6583e-12	4.4001e-15
5835.3900	1.6582e-12	3.9517e-15
5836.6400	1.6579e-12	3.0683e-15
5837.8900	1.6574e-12	3.8415e-15
5839.1400	1.6587e-12	3.2692e-15
5840.3900	1.6588e-12	4.3047e-15
5841.6400	1.6585e-12	3.8505e-15
5842.8900	1.6577e-12	4.2153e-15
5844.1400	1.6562e-12	5.4964e-15
5845.3900	1.6539e-12	3.7251e-15
5846.6400	1.6524e-12	3.8165e-15
5847.8900	1.6529e-12	3.9293e-15
5849.1400	1.6549e-12	4.0355e-15
5850.3900	1.6518e-12	5.7324e-15
5851.6400	1.6401e-12	5.0846e-15
5852.8900	1.6298e-12	4.3276e-15
5854.1400	1.6356e-12	4.7065e-15
5855.3900	1.6256e-12	4.7285e-15
5856.6400	1.6001e-12	5.4517e-15
5857.8900	1.6104e-12	3.0216e-15
5859.1400	1.6354e-12	2.6246e-15
5860.3900	1.6393e-12	4.1818e-15
5861.6400	1.6337e-12	4.9326e-15
5862.8900	1.6413e-12	3.2312e-15
5864.1400	1.6486e-12	4.4330e-15
5865.3900	1.6431e-12	4.4552e-15
5866.6400	1.6421e-12	3.2518e-15
5867.8900	1.6453e-12	3.3271e-15
5869.1400	1.6471e-12	4.2238e-15
5870.3900	1.6488e-12	2.9629e-15
5871.6400	1.6480e-12	4.8206e-15
5872.8900	1.6474e-12	4.1093e-15
5874.1400	1.6486e-12	4.4164e-15
5875.3900	1.6486e-12	4.2747e-15
5876.6400	1.6476e-12	2.8914e-15
5877.8900	1.6482e-12	3.5776e-15
5879.1400	1.6482e-12	3.7183e-15
5880.3900	1.6455e-12	2.5707e-15
5881.6400	1.6466e-12	3.7697e-15
5882.8900	1.6410e-12	3.3881e-15
5884.1400	1.6429e-12	2.4422e-15
5885.3900	1.6483e-12	3.3672e-15
5886.6400	1.6389e-12	4.9657e-15
5887.8900	1.5679e-12	6.9844e-15
5889.1400	1.4772e-12	5.0969e-15
5890.3900	1.5283e-12	3.6521e-15
5891.6400	1.6157e-12	3.6763e-15
5892.8900	1.6209e-12	3.6729e-15
5894.1400	1.5563e-12	5.2944e-15
5895.3900	1.5037e-12	3.8383e-15
5896.6400	1.5688e-12	2.5088e-15
5897.8900	1.6302e-12	3.5323e-15
5899.1400	1.6366e-12	2.4015e-15
5900.3900	1.6414e-12	3.1830e-15
5901.6400	1.6419e-12	2.2471e-15
5902.8900	1.6420e-12	3.0061e-15
5904.1400	1.6381e-12	4.9494e-15
5905.3900	1.6359e-12	3.3266e-15
5906.6400	1.6411e-12	2.7335e-15
5907.8900	1.6420e-12	3.4813e-15
5909.1400	1.6403e-12	3.5549e-15
5910.3900	1.6413e-12	3.4024e-15
5911.6400	1.6376e-12	4.0510e-15
5912.8900	1.6204e-12	3.0033e-15
5914.1400	1.6178e-12	2.6857e-15
5915.3900	1.6305e-12	4.2548e-15
5916.6400	1.6361e-12	4.4896e-15
5917.8900	1.6409e-12	3.0035e-15
5919.1400	1.6392e-12	3.4542e-15
5920.3900	1.6375e-12	3.0340e-15
5921.6400	1.6374e-12	4.9822e-15
5922.8900	1.6390e-12	3.6133e-15
5924.1400	1.6373e-12	3.0016e-15
5925.3900	1.6361e-12	3.0057e-15
5926.6400	1.6334e-12	2.0280e-15
5927.8900	1.6270e-12	3.3498e-15
5929.1400	1.6146e-12	3.4601e-15
5930.3900	1.6194e-12	3.8982e-15
5931.6400	1.6324e-12	3.5827e-15
5932.8900	1.6279e-12	3.5975e-15
5934.1400	1.6230e-12	2.8908e-15
5935.3900	1.6282e-12	5.1214e-15
5936.6400	1.6328e-12	1.9750e-15
5937.8900	1.6324e-12	3.3497e-15
5939.1400	1.6316e-12	2.8480e-15
5940.3900	1.6309e-12	3.8443e-15
5941.6400	1.6274e-12	3.0501e-15
5942.8900	1.6251e-12	3.5133e-15
5944.1400	1.6286e-12	2.9303e-15
5945.3900	1.6291e-12	1.8894e-15
5946.6400	1.6146e-12	3.7335e-15
5947.8900	1.6014e-12	3.5060e-15
5949.1400	1.6119e-12	2.8065e-15
5950.3900	1.6210e-12	2.1009e-15
5951.6400	1.6135e-12	2.8155e-15
5952.8900	1.6138e-12	3.2906e-15
5954.1400	1.6214e-12	3.1402e-15
5955.3900	1.6200e-12	3.8742e-15
5956.6400	1.6187e-12	2.1892e-15
5957.8900	1.6209e-12	3.1530e-15
5959.1400	1.6197e-12	4.1697e-15
5960.3900	1.6203e-12	4.1185e-15
5961.6400	1.6204e-12	2.8184e-15
5962.8900	1.6208e-12	3.4957e-15
5964.1400	1.6200e-12	2.6004e-15
5965.3900	1.6182e-12	3.0472e-15
5966.6400	1.6204e-12	4.3036e-15
5967.8900	1.6187e-12	4.2403e-15
5969.1400	1.6176e-12	3.0043e-15
5970.3900	1.6181e-12	2.3179e-15
5971.6400	1.6171e-12	2.9243e-15
5972.8900	1.6156e-12	3.4637e-15
5974.1400	1.6120e-12	3.8731e-15
5975.3900	1.6068e-12	1.7272e-15
5976.6400	1.6050e-12	2.6151e-15
5977.8900	1.6085e-12	3.4860e-15
5979.1400	1.6130e-12	1.8489e-15
5980.3900	1.6146e-12	1.0700e-15
5981.6400	1.6090e-12	1.6607e-15
5982.8900	1.5952e-12	2.4939e-15
5984.1400	1.5899e-12	2.6466e-15
5985.3900	1.5978e-12	3.5469e-15
5986.6400	1.6032e-12	2.6846e-15
5987.8900	1.6094e-12	1.7215e-15
5989.1400	1.6089e-12	1.9159e-15
5990.3900	1.6042e-12	3.4936e-15
5991.6400	1.6069e-12	3.2421e-15
5992.8900	1.6097e-12	2.2075e-15
5994.1400	1.6096e-12	2.1786e-15
5995.3900	1.6081e-12	3.6365e-15
5996.6400	1.6014e-12	3.8941e-15
5997.8900	1.6027e-12	3.8545e-15
5999.1400	1.6080e-12	2.9994e-15
6000.3900	1.6055e-12	1.9039e-15
6001.6400	1.5963e-12	3.8977e-15
6002.8900	1.5945e-12	3.2717e-15
6004.1400	1.6029e-12	3.4778e-15
6005.3900	1.6019e-12	3.5731e-15
6006.6400	1.5896e-12	3.1609e-15
6007.8900	1.5870e-12	4.1283e-15
6009.1400	1.5964e-12	2.4823e-15
6010.3900	1.6035e-12	1.5920e-15
6011.6400	1.6019e-12	2.7042e-15
6012.8900	1.6005e-12	2.4547e-15
6014.1400	1.6006e-12	2.9585e-15
6015.3900	1.6001e-12	4.2946e-15
6016.6400	1.5987e-12	2.2319e-15
6017.8900	1.5953e-12	3.3543e-15
6019.1400	1.5812e-12	2.4146e-15
6020.3900	1.5792e-12	3.5633e-15
6021.6400	1.5856e-12	2.8252e-15
6022.8900	1.5778e-12	2.8546e-15
6024.1400	1.5809e-12	2.8813e-15
6025.3900	1.5922e-12	4.4836e-15
6026.6400	1.5931e-12	3.5847e-15
6027.8900	1.5980e-12	2.8317e-15
6029.1400	1.6001e-12	2.5583e-15
6030.3900	1.6007e-12	2.6208e-15
6031.6400	1.6025e-12	2.7336e-15
6032.8900	1.6015e-12	3.9844e-15
6034.1400	1.6013e-12	3.8431e-15
6035.3900	1.6024e-12	3.6397e-15
6036.6400	1.6035e-12	3.6620e-15
6037.8900	1.6016e-12	3.1511e-15
6039.1400	1.6000e-12	4.2361e-15
6040.3900	1.5964e-12	2.5977e-15
6041.6400	1.5957e-12	3.7490e-15
6042.8900	1.5970e-12	2.6170e-15
6044.1400	1.5992e-12	2.1461e-15
6045.3900	1.5989e-12	2.0624e-15
6046.6400	1.6010e-12	3.3609e-15
6047.8900	1.5990e-12	2.9189e-15
6049.1400	1.5995e-12	2.6967e-15
6050.3900	1.5990e-12	2.9067e-15
6051.6400	1.5972e-12	2.6514e-15
6052.8900	1.5948e-12	3.1164e-15
6054.1400	1.5899e-12	3.8722e-15
6055.3900	1.5843e-12	2.4538e-15
6056.6400	1.5917e-12	2.1739e-15
6057.8900	1.5971e-12	2.4480e-15
6059.1400	1.5965e-12	2.9978e-15
6060.3900	1.5951e-12	3.4354e-15
6061.6400	1.5927e-12	5.3390e-15
6062.8900	1.5885e-12	3.6644e-15
6064.1400	1.5659e-12	2.9915e-15
6065.3900	1.5641e-12	2.6419e-15
6066.6400	1.5862e-12	3.4877e-15
6067.8900	1.5931e-12	4.1310e-15
6069.1400	1.5940e-12	4.7259e-15
6070.3900	1.5935e-12	4.8629e-15
6071.6400	1.5925e-12	5.1708e-15
6072.8900	1.5936e-12	3.9742e-15
6074.1400	1.5932e-12	4.2043e-15
6075.3900	1.5908e-12	3.6848e-15
6076.6400	1.5804e-12	2.7752e-15
6077.8900	1.5728e-12	2.7281e-15
6079.1400	1.5791e-12	1.9724e-15
6080.3900	1.5841e-12	4.5651e-15
6081.6400	1.5839e-12	3.2988e-15
6082.8900	1.5807e-12	2.2298e-15
6084.1400	1.5790e-12	3.4022e-15
6085.3900	1.5777e-12	4.1848e-15
6086.6400	1.5789e-12	3.4967e-15
6087.8900	1.5787e-12	3.4078e-15
6089.1400	1.5772e-12	3.7347e-15
6090.3900	1.5739e-12	3.3069e-15
6091.6400	1.5747e-12	2.3796e-15
6092.8900	1.5766e-12	2.2712e-15
6094.1400	1.5774e-12	2.5922e-15
6095.3900	1.5766e-12	2.7389e-15
6096.6400	1.5739e-12	3.9768e-15
6097.8900	1.5753e-12	2.6338e-15
6099.1400	1.5731e-12	2.9187e-15
6100.3900	1.5518e-12	3.5563e-15
6101.6400	1.5131e-12	1.7172e-15
6102.8900	1.5261e-12	2.4652e-15
6104.1400	1.5635e-12	2.2193e-15
6105.3900	1.5677e-12	1.9538e-15
6106.6400	1.5638e-12	2.9449e-15
6107.8900	1.5629e-12	4.6896e-15
6109.1400	1.5675e-12	4.2759e-15
6110.3900	1.5678e-12	3.3014e-15
6111.6400	1.5666e-12	2.6346e-15
6112.8900	1.5656e-12	4.5358e-15
6114.1400	1.5662e-12	3.6123e-15
6115.3900	1.5632e-12	2.8220e-15
6116.6400	1.5653e-12	3.2402e-15
6117.8900	1.5674e-12	3.6558e-15
6119.1400	1.5615e-12	2.3131e-15
6120.3900	1.5266e-12	3.0111e-15
6121.6400	1.5007e-12	3.5269e-15
6122.8900	1.5320e-12	3.8323e-15
6124.1400	1.5565e-12	4.1188e-15
6125.3900	1.5589e-12	4.2991e-15
6126.6400	1.5595e-12	3.4904e-15
6127.8900	1.5559e-12	4.4602e-15
6129.1400	1.5580e-12	3.5061e-15
6130.3900	1.5556e-12	3.0575e-15
6131.6400	1.5575e-12	3.7510e-15
6132.8900	1.5601e-12	2.2953e-15
6134.1400	1.5499e-12	1.7455e-15
6135.3900	1.5050e-12	2.0300e-15
6136.6400	1.4807e-12	3.0763e-15
6137.8900	1.5194e-12	3.4269e-15
6139.1400	1.5451e-12	2.5666e-15
6140.3900	1.5203e-12	2.7477e-15
6141.6400	1.5158e-12	2.2804e-15
6142.8900	1.5460e-12	2.8084e-15
6144.1400	1.5543e-12	2.7121e-15
6145.3900	1.5549e-12	3.3950e-15
6146.6400	1.5493e-12	2.9870e-15
6147.8900	1.5460e-12	2.7773e-15
6149.1400	1.5522e-12	2.9260e-15
6150.3900	1.5540e-12	4.0216e-15
6151.6400	1.5555e-12	4.1625e-15
6152.8900	1.5504e-12	3.0753e-15
6154.1400	1.5387e-12	3.7112e-15
6155.3900	1.5409e-12	2.5587e-15
6156.6400	1.5463e-12	1.8616e-15
6157.8900	1.5486e-12	3.4335e-15
6159.1400	1.5411e-12	3.6149e-15
6160.3900	1.4939e-12	4.1623e-15
6161.6400	1.4649e-12	4.3650e-15
6162.8900	1.5049e-12	4.1118e-15
6164.1400	1.5381e-12	3.8606e-15
6165.3900	1.5382e-12	2.6137e-15
6166.6400	1.5355e-12	3.4083e-15
6167.8900	1.5075e-12	2.1122e-15
6169.1400	1.4949e-12	3.1691e-15
6170.3900	1.5276e-12	3.4261e-15
6171.6400	1.5473e-12	2.4690e-15
6172.8900	1.5457e-12	3.6025e-15
6174.1400	1.5457e-12	3.9715e-15
6175.3900	1.5425e-12	4.6393e-15
6176.6400	1.5461e-12	4.9383e-15
6177.8900	1.5521e-12	3.2628e-15
6179.1400	1.5500e-12	4.2283e-15
6180.3900	1.5501e-12	2.7011e-15
6181.6400	1.5539e-12	2.7309e-15
6182.8900	1.5547e-12	4.5153e-15
6184.1400	1.5532e-12	2.5264e-15
6185.3900	1.5506e-12	3.9351e-15
6186.6400	1.5478e-12	2.7749e-15
6187.8900	1.5487e-12	3.8917e-15
6189.1400	1.5366e-12	3.0504e-15
6190.3900	1.5074e-12	3.5327e-15
6191.6400	1.5151e-12	3.3633e-15
6192.8900	1.5444e-12	3.1436e-15
6194.1400	1.5488e-12	3.2198e-15
6195.3900	1.5507e-12	4.4863e-15
6196.6400	1.5526e-12	4.3044e-15
6197.8900	1.5496e-12	3.0221e-15
6199.1400	1.5425e-12	4.3512e-15
6200.3900	1.5434e-12	4.5820e-15
6201.6400	1.5504e-12	4.2341e-15
6202.8900	1.5521e-12	3.1656e-15
6204.1400	1.5516e-12	3.2063e-15
6205.3900	1.5516e-12	2.3205e-15
6206.6400	1.5502e-12	2.9985e-15
6207.8900	1.5506e-12	4.4140e-15
6209.1400	1.5496e-12	2.5814e-15
6210.3900	1.5491e-12	3.8889e-15
6211.6400	1.5383e-12	3.7437e-15
6212.8900	1.5279e-12	2.2817e-15
6214.1400	1.5310e-12	4.3314e-15
6215.3900	1.5379e-12	3.0124e-15
6216.6400	1.5411e-12	3.0852e-15
6217.8900	1.5291e-12	3.4186e-15
6219.1400	1.5236e-12	3.0836e-15
6220.3900	1.5364e-12	3.4235e-15
6221.6400	1.5429e-12	5.1836e-15
6222.8900	1.5444e-12	3.4773e-15
6224.1400	1.5424e-12	3.6433e-15
6225.3900	1.5429e-12	4.3294e-15
6226.6400	1.5413e-12	4.8512e-15
6227.8900	1.5357e-12	2.2717e-15
6229.1400	1.5060e-12	4.8172e-15
6230.3900	1.4932e-12	3.0051e-15
6231.6400	1.5158e-12	2.6851e-15
6232.8900	1.5327e-12	4.0115e-15
6234.1400	1.5387e-12	3.6666e-15
6235.3900	1.5335e-12	3.9109e-15
6236.6400	1.5223e-12	4.8393e-15
6237.8900	1.5213e-12	5.0445e-15
6239.1400	1.5305e-12	4.8711e-15
6240.3900	1.5350e-12	4.2325e-15
6241.6400	1.5324e-12	3.8722e-15
6242.8900	1.5209e-12	3.7273e-15
6244.1400	1.5070e-12	3.4587e-15
6245.3900	1.4948e-12	3.1175e-15
6246.6400	1.5010e-12	3.1159e-15
6247.8900	1.5243e-12	4.8933e-15
6249.1400	1.5332e-12	4.2509e-15
6250.3900	1.5187e-12	3.9298e-15
6251.6400	1.4942e-12	3.6380e-15
6252.8900	1.4850e-12	2.6432e-15
6254.1400	1.4975e-12	3.2739e-15
6255.3900	1.5049e-12	3.2620e-15
6256.6400	1.5061e-12	3.8177e-15
6257.8900	1.5107e-12	3.4389e-15
6259.1400	1.5173e-12	3.5145e-15
6260.3900	1.5221e-12	3.5982e-15
6261.6400	1.5260e-12	5.4060e-15
6262.8900	1.5242e-12	2.8999e-15
6264.1400	1.5130e-12	3.4763e-15
6265.3900	1.5164e-12	3.2652e-15
6266.6400	1.5260e-12	3.6210e-15
6267.8900	1.5252e-12	2.9902e-15
6269.1400	1.5217e-12	3.7005e-15
6270.3900	1.5215e-12	4.2939e-15
6271.6400	1.5242e-12	3.2645e-15
6272.8900	1.5250e-12	4.5940e-15
6274.1400	1.5258e-12	3.7560e-15
6275.3900	1.5348e-12	3.5994e-15
6276.6400	1.5388e-12	4.9520e-15
6277.8900	1.5154e-12	4.2051e-15
6279.1400	1.4920e-12	4.9099e-15
6280.3900	1.5024e-12	4.0773e-15
6281.6400	1.5137e-12	2.5398e-15
6282.8900	1.5124e-12	4.8178e-15
6284.1400	1.5146e-12	3.8582e-15
6285.3900	1.5146e-12	4.3565e-15
6286.6400	1.5177e-12	4.5721e-15
6287.8900	1.5217e-12	3.6444e-15
6289.1400	1.5166e-12	4.8684e-15
6290.3900	1.5108e-12	3.9228e-15
6291.6400	1.5127e-12	3.1025e-15
6292.8900	1.5141e-12	5.3898e-15
6294.1400	1.5138e-12	4.5296e-15
6295.3900	1.5126e-12	3.8680e-15
6296.6400	1.4962e-12	4.1562e-15
6297.8900	1.5000e-12	4.0759e-15
6299.1400	1.4931e-12	4.7188e-15
6300.3900	1.4720e-12	4.1622e-15
6301.6400	1.4775e-12	3.0597e-15
6302.8900	1.4933e-12	4.6428e-15
6304.1400	1.5039e-12	5.2036e-15
6305.3900	1.5118e-12	3.9266e-15
6306.6400	1.5051e-12	5.2450e-15
6307.8900	1.5004e-12	4.7620e-15
6309.1400	1.5041e-12	4.4866e-15
6310.3900	1.5022e-12	3.0715e-15
6311.6400	1.4979e-12	4.7676e-15
6312.8900	1.4970e-12	5.3442e-15
6314.1400	1.4872e-12	4.4387e-15
6315.3900	1.4844e-12	4.5276e-15
6316.6400	1.4721e-12	4.5648e-15
6317.8900	1.4672e-12	3.8429e-15
6319.1400	1.4859e-12	3.7774e-15
6320.3900	1.4917e-12	3.9238e-15
6321.6400	1.4886e-12	4.1300e-15
6322.8900	1.4943e-12	4.1943e-15
6324.1400	1.5011e-12	4.5619e-15
6325.3900	1.4997e-12	5.5674e-15
6326.6400	1.4966e-12	4.8444e-15
6327.8900	1.4984e-12	4.9595e-15
6329.1400	1.4968e-12	4.5978e-15
6330.3900	1.4943e-12	5.3707e-15
6331.6400	1.4962e-12	4.5561e-15
6332.8900	1.4909e-12	4.8254e-15
6334.1400	1.4692e-12	4.4596e-15
