lambda	Flux	e_Flux
7129.1400	1.2359e-12	7.4843e-15
7130.3900	1.2331e-12	7.6137e-15
7131.6400	1.2380e-12	7.1233e-15
7132.8900	1.2438e-12	8.0600e-15
7134.1400	1.2455e-12	6.7796e-15
7135.3900	1.2457e-12	7.8556e-15
7136.6400	1.2438e-12	8.2855e-15
7137.8900	1.2441e-12	7.8751e-15
7139.1400	1.2439e-12	8.8558e-15
7140.3900	1.2427e-12	7.7375e-15
7141.6400	1.2414e-12	7.2307e-15
7142.8900	1.2408e-12	7.4637e-15
7144.1400	1.2412e-12	6.9146e-15
7145.3900	1.2346e-12	7.9308e-15
7146.6400	1.2065e-12	6.7146e-15
7147.8900	1.2041e-12	8.3239e-15
7149.1400	1.2327e-12	8.2016e-15
7150.3900	1.2398e-12	7.1569e-15
7151.6400	1.2400e-12	7.2859e-15
7152.8900	1.2401e-12	7.5857e-15
7154.1400	1.2381e-12	7.7370e-15
7155.3900	1.2391e-12	7.4158e-15
7156.6400	1.2402e-12	7.8767e-15
7157.8900	1.2390e-12	7.4247e-15
7159.1400	1.2388e-12	7.2983e-15
7160.3900	1.2389e-12	7.4458e-15
7161.6400	1.2352e-12	7.0434e-15
7162.8900	1.2180e-12	7.3370e-15
7164.1400	1.2051e-12	6.6340e-15
7165.3900	1.2202e-12	7.1864e-15
7166.6400	1.2352e-12	7.3177e-15
7167.8900	1.2363e-12	8.2519e-15
7169.1400	1.2339e-12	7.2996e-15
7170.3900	1.2344e-12	7.5556e-15
7171.6400	1.2366e-12	7.1230e-15
7172.8900	1.2348e-12	7.4699e-15
7174.1400	1.2285e-12	6.7292e-15
7175.3900	1.2289e-12	7.5024e-15
7176.6400	1.2301e-12	7.3060e-15
7177.8900	1.2319e-12	7.2760e-15
7179.1400	1.2273e-12	7.3996e-15
7180.3900	1.2271e-12	7.3309e-15
7181.6400	1.2247e-12	7.3470e-15
7182.8900	1.2224e-12	6.7300e-15
7184.1400	1.2186e-12	6.7446e-15
7185.3900	1.2108e-12	5.9867e-15
7186.6400	1.2000e-12	7.6883e-15
7187.8900	1.2103e-12	8.1855e-15
7189.1400	1.2260e-12	9.0588e-15
7190.3900	1.2317e-12	7.7857e-15
7191.6400	1.2204e-12	7.4991e-15
7192.8900	1.2090e-12	6.7707e-15
7194.1400	1.2221e-12	6.6848e-15
7195.3900	1.2212e-12	8.6360e-15
7196.6400	1.2222e-12	7.5644e-15
7197.8900	1.2256e-12	7.2493e-15
7199.1400	1.2244e-12	8.8700e-15
7200.3900	1.2034e-12	8.4811e-15
7201.6400	1.1965e-12	6.6490e-15
7202.8900	1.2153e-12	8.0172e-15
7204.1400	1.2204e-12	8.0738e-15
7205.3900	1.2102e-12	7.1770e-15
7206.6400	1.1986e-12	7.5065e-15
7207.8900	1.2018e-12	9.1408e-15
7209.1400	1.2167e-12	7.8373e-15
7210.3900	1.2244e-12	6.8656e-15
7211.6400	1.2246e-12	7.9523e-15
7212.8900	1.2216e-12	7.9415e-15
7214.1400	1.2194e-12	7.1848e-15
7215.3900	1.2223e-12	7.2775e-15
7216.6400	1.2202e-12	8.1103e-15
7217.8900	1.2152e-12	7.5295e-15
7219.1400	1.2162e-12	8.1237e-15
7220.3900	1.2179e-12	8.0738e-15
7221.6400	1.2160e-12	8.7301e-15
7222.8900	1.2127e-12	8.1727e-15
7224.1400	1.2138e-12	7.9145e-15
7225.3900	1.2151e-12	7.9716e-15
7226.6400	1.2181e-12	8.1541e-15
7227.8900	1.2214e-12	1.2150e-14
7229.1400	1.2177e-12	8.4054e-15
7230.3900	1.2190e-12	7.9201e-15
7231.6400	1.2199e-12	8.9331e-15
7232.8900	1.2127e-12	9.3088e-15
7234.1400	1.2028e-12	7.5978e-15
7235.3900	1.2112e-12	6.7937e-15
7236.6400	1.2153e-12	7.7807e-15
7237.8900	1.2124e-12	7.7442e-15
7239.1400	1.2102e-12	7.4744e-15
7240.3900	1.2054e-12	8.0243e-15
7241.6400	1.2146e-12	7.8597e-15
7242.8900	1.2138e-12	7.7710e-15
7244.1400	1.2094e-12	8.5064e-15
7245.3900	1.2075e-12	9.3162e-15
7246.6400	1.2139e-12	7.7466e-15
7247.8900	1.2143e-12	7.4483e-15
7249.1400	1.2060e-12	8.1559e-15
7250.3900	1.2014e-12	7.5421e-15
7251.6400	1.2063e-12	7.8965e-15
7252.8900	1.2073e-12	7.1112e-15
7254.1400	1.2064e-12	7.1145e-15
7255.3900	1.2093e-12	7.7770e-15
7256.6400	1.2118e-12	7.9784e-15
7257.8900	1.2098e-12	8.8838e-15
7259.1400	1.2070e-12	7.0387e-15
7260.3900	1.2023e-12	7.7582e-15
7261.6400	1.2027e-12	7.5826e-15
7262.8900	1.2080e-12	7.8317e-15
7264.1400	1.2042e-12	8.3785e-15
7265.3900	1.2013e-12	8.2213e-15
7266.6400	1.2075e-12	6.9770e-15
7267.8900	1.2110e-12	7.3492e-15
7269.1400	1.2069e-12	7.2462e-15
7270.3900	1.2059e-12	8.5424e-15
7271.6400	1.2069e-12	9.3291e-15
7272.8900	1.1993e-12	8.3789e-15
7274.1400	1.1925e-12	7.0927e-15
7275.3900	1.1987e-12	7.9424e-15
7276.6400	1.1996e-12	7.3807e-15
7277.8900	1.2008e-12	7.6276e-15
7279.1400	1.2012e-12	8.3279e-15
7280.3900	1.1987e-12	8.1996e-15
7281.6400	1.1921e-12	8.1999e-15
7282.8900	1.1925e-12	6.3340e-15
7284.1400	1.1975e-12	6.7559e-15
7285.3900	1.2004e-12	7.9097e-15
7286.6400	1.1913e-12	7.3610e-15
7287.8900	1.1733e-12	8.9188e-15
7289.1400	1.1764e-12	8.7193e-15
7290.3900	1.1857e-12	8.4762e-15
7291.6400	1.1818e-12	7.4363e-15
7292.8900	1.1900e-12	6.7818e-15
7294.1400	1.1947e-12	7.3200e-15
7295.3900	1.1974e-12	6.6280e-15
7296.6400	1.1972e-12	7.5553e-15
7297.8900	1.1979e-12	8.3644e-15
7299.1400	1.1961e-12	8.4125e-15
7300.3900	1.1951e-12	7.8066e-15
7301.6400	1.1953e-12	6.7026e-15
7302.8900	1.1940e-12	7.1445e-15
7304.1400	1.1926e-12	7.9684e-15
7305.3900	1.1901e-12	7.6973e-15
7306.6400	1.1879e-12	7.1218e-15
7307.8900	1.1879e-12	7.1666e-15
7309.1400	1.1869e-12	7.5043e-15
7310.3900	1.1855e-12	7.8385e-15
7311.6400	1.1919e-12	8.2685e-15
7312.8900	1.1932e-12	7.3839e-15
7314.1400	1.1909e-12	7.6791e-15
7315.3900	1.1906e-12	6.4542e-15
7316.6400	1.1925e-12	7.7378e-15
7317.8900	1.1920e-12	7.1634e-15
7319.1400	1.1876e-12	7.1705e-15
7320.3900	1.1861e-12	8.0598e-15
7321.6400	1.1903e-12	8.2840e-15
7322.8900	1.1901e-12	7.4501e-15
7324.1400	1.1762e-12	6.9564e-15
7325.3900	1.1652e-12	7.4372e-15
7326.6400	1.1793e-12	8.3591e-15
7327.8900	1.1887e-12	7.8703e-15
7329.1400	1.1865e-12	7.7310e-15
7330.3900	1.1847e-12	7.7658e-15
7331.6400	1.1876e-12	8.6778e-15
7332.8900	1.1886e-12	7.2143e-15
7334.1400	1.1891e-12	7.0660e-15
7335.3900	1.1888e-12	8.2299e-15
7336.6400	1.1881e-12	7.1939e-15
7337.8900	1.1893e-12	7.7041e-15
7339.1400	1.1890e-12	7.9081e-15
7340.3900	1.1885e-12	8.1736e-15
7341.6400	1.1892e-12	8.3990e-15
7342.8900	1.1880e-12	8.3104e-15
7344.1400	1.1872e-12	8.2768e-15
7345.3900	1.1869e-12	8.2638e-15
7346.6400	1.1873e-12	7.6065e-15
7347.8900	1.1881e-12	7.2334e-15
7349.1400	1.1846e-12	6.9321e-15
7350.3900	1.1816e-12	6.1302e-15
7351.6400	1.1828e-12	6.3102e-15
7352.8900	1.1839e-12	7.0718e-15
7354.1400	1.1793e-12	7.3478e-15
7355.3900	1.1777e-12	7.6721e-15
7356.6400	1.1815e-12	7.6225e-15
7357.8900	1.1849e-12	7.0162e-15
7359.1400	1.1854e-12	9.0082e-15
7360.3900	1.1803e-12	7.6815e-15
7361.6400	1.1776e-12	7.4376e-15
7362.8900	1.1798e-12	8.9329e-15
7364.1400	1.1811e-12	8.2761e-15
7365.3900	1.1807e-12	8.2448e-15
7366.6400	1.1810e-12	8.2834e-15
7367.8900	1.1820e-12	8.5222e-15
7369.1400	1.1828e-12	7.6875e-15
7370.3900	1.1827e-12	7.7501e-15
7371.6400	1.1794e-12	8.2866e-15
7372.8900	1.1773e-12	8.8791e-15
7374.1400	1.1760e-12	7.2346e-15
7375.3900	1.1769e-12	8.2676e-15
7376.6400	1.1809e-12	7.4382e-15
7377.8900	1.1810e-12	8.4272e-15
7379.1400	1.1807e-12	7.5938e-15
7380.3900	1.1790e-12	7.4017e-15
7381.6400	1.1776e-12	7.8261e-15
7382.8900	1.1776e-12	7.8535e-15
7384.1400	1.1711e-12	7.2117e-15
7385.3900	1.1626e-12	6.5440e-15
7386.6400	1.1591e-12	6.9212e-15
7387.8900	1.1558e-12	6.6591e-15
7389.1400	1.1631e-12	7.4157e-15
7390.3900	1.1737e-12	8.7129e-15
7391.6400	1.1684e-12	6.3314e-15
7392.8900	1.1636e-12	7.3160e-15
7394.1400	1.1696e-12	7.3968e-15
7395.3900	1.1751e-12	8.2217e-15
7396.6400	1.1757e-12	8.0428e-15
7397.8900	1.1726e-12	7.3128e-15
7399.1400	1.1674e-12	7.2529e-15
7400.3900	1.1660e-12	7.5332e-15
7401.6400	1.1712e-12	8.1383e-15
7402.8900	1.1719e-12	6.8678e-15
7404.1400	1.1585e-12	6.5614e-15
7405.3900	1.1540e-12	7.1727e-15
7406.6400	1.1615e-12	7.2282e-15
7407.8900	1.1503e-12	7.4382e-15
7409.1400	1.1441e-12	7.2607e-15
7410.3900	1.1526e-12	7.6617e-15
7411.6400	1.1635e-12	7.6697e-15
7412.8900	1.1638e-12	8.0179e-15
7414.1400	1.1502e-12	6.7460e-15
7415.3900	1.1487e-12	8.0618e-15
7416.6400	1.1615e-12	7.3943e-15
7417.8900	1.1667e-12	8.0649e-15
7419.1400	1.1664e-12	5.9081e-15
7420.3900	1.1566e-12	6.9366e-15
7421.6400	1.1382e-12	6.6252e-15
7422.8900	1.1385e-12	6.8582e-15
7424.1400	1.1578e-12	7.0550e-15
7425.3900	1.1661e-12	8.1943e-15
7426.6400	1.1663e-12	7.8669e-15
7427.8900	1.1661e-12	8.2533e-15
7429.1400	1.1656e-12	7.8572e-15
7430.3900	1.1633e-12	7.7131e-15
7431.6400	1.1640e-12	7.9718e-15
7432.8900	1.1650e-12	7.2763e-15
7434.1400	1.1648e-12	7.4497e-15
7435.3900	1.1646e-12	6.8124e-15
7436.6400	1.1638e-12	7.7759e-15
7437.8900	1.1623e-12	7.4133e-15
7439.1400	1.1607e-12	6.9795e-15
7440.3900	1.1589e-12	6.9679e-15
7441.6400	1.1595e-12	7.1188e-15
7442.8900	1.1562e-12	7.9247e-15
7444.1400	1.1434e-12	7.1173e-15
7445.3900	1.1394e-12	6.8696e-15
7446.6400	1.1519e-12	7.0148e-15
7447.8900	1.1564e-12	7.3218e-15
7449.1400	1.1573e-12	6.7177e-15
7450.3900	1.1578e-12	6.8917e-15
7451.6400	1.1590e-12	7.3604e-15
7452.8900	1.1588e-12	7.7912e-15
7454.1400	1.1588e-12	7.4947e-15
7455.3900	1.1577e-12	7.8307e-15
7456.6400	1.1582e-12	6.5138e-15
7457.8900	1.1585e-12	7.6772e-15
7459.1400	1.1569e-12	7.7730e-15
7460.3900	1.1482e-12	7.1626e-15
7461.6400	1.1421e-12	7.7016e-15
7462.8900	1.1496e-12	8.3518e-15
7464.1400	1.1556e-12	7.1847e-15
7465.3900	1.1558e-12	7.6076e-15
7466.6400	1.1553e-12	7.2635e-15
7467.8900	1.1551e-12	7.3279e-15
7469.1400	1.1541e-12	8.4900e-15
7470.3900	1.1544e-12	7.7369e-15
7471.6400	1.1541e-12	8.0127e-15
7472.8900	1.1534e-12	7.3485e-15
7474.1400	1.1530e-12	6.6750e-15
7475.3900	1.1522e-12	7.5179e-15
7476.6400	1.1514e-12	7.3650e-15
7477.8900	1.1516e-12	7.8133e-15
7479.1400	1.1503e-12	7.9353e-15
7480.3900	1.1502e-12	7.3316e-15
7481.6400	1.1495e-12	9.2098e-15
7482.8900	1.1507e-12	7.2650e-15
7484.1400	1.1511e-12	8.0103e-15
7485.3900	1.1515e-12	7.4994e-15
7486.6400	1.1508e-12	6.8593e-15
7487.8900	1.1499e-12	7.1819e-15
7489.1400	1.1471e-12	7.0355e-15
7490.3900	1.1442e-12	7.8666e-15
7491.6400	1.1434e-12	6.7724e-15
7492.8900	1.1351e-12	7.3621e-15
7494.1400	1.1218e-12	6.9458e-15
7495.3900	1.1334e-12	7.2744e-15
7496.6400	1.1460e-12	8.4560e-15
7497.8900	1.1455e-12	7.0506e-15
7499.1400	1.1458e-12	7.8480e-15
7500.3900	1.1471e-12	7.3487e-15
7501.6400	1.1468e-12	7.7415e-15
7502.8900	1.1450e-12	7.2368e-15
7504.1400	1.1439e-12	6.8661e-15
7505.3900	1.1422e-12	6.8779e-15
7506.6400	1.1401e-12	7.4694e-15
7507.8900	1.1409e-12	7.7298e-15
7509.1400	1.1228e-12	6.8839e-15
7510.3900	1.1129e-12	8.4059e-15
7511.6400	1.1302e-12	7.3288e-15
7512.8900	1.1427e-12	7.9336e-15
7514.1400	1.1417e-12	8.0775e-15
7515.3900	1.1408e-12	7.4184e-15
7516.6400	1.1420e-12	6.8771e-15
7517.8900	1.1413e-12	7.2249e-15
7519.1400	1.1416e-12	8.4581e-15
7520.3900	1.1387e-12	7.3998e-15
7521.6400	1.1316e-12	8.6722e-15
7522.8900	1.1305e-12	7.8982e-15
7524.1400	1.1328e-12	6.1778e-15
7525.3900	1.1361e-12	7.2576e-15
7526.6400	1.1388e-12	7.8682e-15
7527.8900	1.1387e-12	7.6705e-15
7529.1400	1.1321e-12	8.4289e-15
7530.3900	1.1257e-12	7.7115e-15
7531.6400	1.1309e-12	6.7279e-15
7532.8900	1.1366e-12	8.1782e-15
7534.1400	1.1379e-12	8.3772e-15
7535.3900	1.1372e-12	7.5440e-15
7536.6400	1.1375e-12	6.6900e-15
7537.8900	1.1370e-12	8.2213e-15
7539.1400	1.1353e-12	7.3919e-15
7540.3900	1.1363e-12	8.4634e-15
7541.6400	1.1350e-12	8.1552e-15
7542.8900	1.1354e-12	7.7061e-15
7544.1400	1.1343e-12	6.9717e-15
7545.3900	1.1322e-12	8.5090e-15
7546.6400	1.1310e-12	7.2192e-15
7547.8900	1.1332e-12	6.7212e-15
7549.1400	1.1333e-12	8.0757e-15
7550.3900	1.1333e-12	7.9473e-15
7551.6400	1.1333e-12	7.4512e-15
7552.8900	1.1300e-12	7.8306e-15
7554.1400	1.1209e-12	7.3004e-15
7555.3900	1.1208e-12	8.0597e-15
7556.6400	1.1274e-12	8.0080e-15
7557.8900	1.1295e-12	7.4180e-15
7559.1400	1.1279e-12	8.2141e-15
7560.3900	1.1293e-12	8.5929e-15
7561.6400	1.1285e-12	8.8334e-15
7562.8900	1.1278e-12	9.8824e-15
7564.1400	1.1276e-12	8.9654e-15
7565.3900	1.1271e-12	7.2186e-15
7566.6400	1.1243e-12	7.1270e-15
7567.8900	1.1201e-12	7.8937e-15
7569.1400	1.1228e-12	8.9555e-15
7570.3900	1.1261e-12	8.9107e-15
7571.6400	1.1250e-12	7.3845e-15
7572.8900	1.1212e-12	7.2802e-15
7574.1400	1.1218e-12	7.5602e-15
7575.3900	1.1251e-12	8.2359e-15
7576.6400	1.1252e-12	7.3179e-15
7577.8900	1.1264e-12	8.0799e-15
7579.1400	1.1249e-12	8.8410e-15
7580.3900	1.1243e-12	8.2455e-15
7581.6400	1.1167e-12	7.1977e-15
7582.8900	1.1096e-12	6.6229e-15
7584.1400	1.1029e-12	6.1698e-15
7585.3900	1.1029e-12	6.4513e-15
7586.6400	1.1102e-12	6.3477e-15
7587.8900	1.1189e-12	7.6974e-15
7589.1400	1.1200e-12	7.4035e-15
7590.3900	1.1187e-12	7.7076e-15
7591.6400	1.1207e-12	6.8513e-15
7592.8900	1.1323e-12	7.4317e-15
7594.1400	1.1363e-12	1.0053e-14
7595.3900	1.1172e-12	1.1736e-14
7596.6400	1.1181e-12	1.0508e-14
7597.8900	1.1189e-12	7.7651e-15
7599.1400	1.1327e-12	1.0205e-14
7600.3900	1.0323e-12	2.0435e-14
7601.6400	1.0093e-12	8.5643e-15
7602.8900	1.1235e-12	2.2663e-14
7604.1400	1.0546e-12	7.3783e-15
7605.3900	1.0442e-12	1.5704e-14
7606.6400	1.1181e-12	1.5646e-14
7607.8900	1.1062e-12	1.6223e-14
7609.1400	1.0580e-12	1.0454e-14
7610.3900	1.0791e-12	7.2454e-15
7611.6400	1.0516e-12	9.8450e-15
7612.8900	1.1126e-12	8.0958e-15
7614.1400	1.1801e-12	7.2217e-15
7615.3900	1.1477e-12	7.8300e-15
7616.6400	1.0704e-12	1.1706e-14
7617.8900	1.0716e-12	9.7538e-15
7619.1400	1.0973e-12	7.6264e-15
7620.3900	1.0979e-12	7.9247e-15
7621.6400	1.1207e-12	8.5299e-15
7622.8900	1.0544e-12	9.3017e-15
7624.1400	1.0921e-12	8.3559e-15
7625.3900	1.1520e-12	1.3092e-14
7626.6400	1.0786e-12	1.0418e-14
7627.8900	1.0820e-12	8.2467e-15
7629.1400	1.1431e-12	1.0310e-14
7630.3900	1.1051e-12	7.1358e-15
7631.6400	1.1022e-12	9.2569e-15
7632.8900	1.1264e-12	1.6500e-14
7634.1400	1.1335e-12	1.3010e-14
7635.3900	1.1518e-12	9.4504e-15
7636.6400	1.0766e-12	9.7421e-15
7637.8900	1.0442e-12	1.2875e-14
7639.1400	1.0523e-12	5.7503e-15
7640.3900	1.0833e-12	6.9206e-15
7641.6400	1.1522e-12	1.4365e-14
7642.8900	1.1396e-12	1.2288e-14
7644.1400	1.1058e-12	8.5860e-15
7645.3900	1.0893e-12	9.3501e-15
7646.6400	1.0903e-12	7.7393e-15
7647.8900	1.1287e-12	7.5934e-15
7649.1400	1.1333e-12	7.7384e-15
7650.3900	1.0864e-12	8.7717e-15
7651.6400	1.0676e-12	1.0481e-14
7652.8900	1.1123e-12	8.9629e-15
7654.1400	1.1213e-12	9.4514e-15
7655.3900	1.0770e-12	8.4865e-15
7656.6400	1.0433e-12	8.1943e-15
7657.8900	1.0651e-12	6.7542e-15
7659.1400	1.0556e-12	8.4300e-15
7660.3900	1.0786e-12	7.7874e-15
7661.6400	1.1060e-12	8.0165e-15
7662.8900	1.0714e-12	5.9570e-15
7664.1400	1.0389e-12	7.2187e-15
7665.3900	1.0683e-12	7.0694e-15
7666.6400	1.0967e-12	9.7651e-15
7667.8900	1.0953e-12	9.1677e-15
7669.1400	1.0906e-12	8.1507e-15
7670.3900	1.0797e-12	8.3467e-15
7671.6400	1.0940e-12	8.0676e-15
7672.8900	1.1121e-12	6.9920e-15
7674.1400	1.1106e-12	7.1863e-15
7675.3900	1.1054e-12	6.3300e-15
7676.6400	1.1044e-12	8.5266e-15
7677.8900	1.0899e-12	8.0472e-15
7679.1400	1.0734e-12	8.3802e-15
7680.3900	1.0869e-12	7.8386e-15
7681.6400	1.1001e-12	6.0028e-15
7682.8900	1.1045e-12	7.4278e-15
7684.1400	1.0882e-12	8.1359e-15
7685.3900	1.0843e-12	8.4756e-15
7686.6400	1.0900e-12	9.5636e-15
7687.8900	1.0911e-12	9.3538e-15
7689.1400	1.0861e-12	7.9881e-15
7690.3900	1.0759e-12	7.0642e-15
7691.6400	1.0770e-12	8.2966e-15
7692.8900	1.0863e-12	5.8723e-15
7694.1400	1.0868e-12	7.1499e-15
7695.3900	1.0830e-12	8.6028e-15
7696.6400	1.0679e-12	7.5494e-15
7697.8900	1.0507e-12	8.6249e-15
7699.1400	1.0673e-12	8.6005e-15
7700.3900	1.0870e-12	7.9997e-15
7701.6400	1.0883e-12	6.5177e-15
7702.8900	1.0876e-12	5.7833e-15
7704.1400	1.0841e-12	6.3249e-15
7705.3900	1.0832e-12	5.7484e-15
7706.6400	1.0832e-12	5.3639e-15
7707.8900	1.0799e-12	5.1050e-15
7709.1400	1.0729e-12	4.7338e-15
7710.3900	1.0693e-12	5.2745e-15
7711.6400	1.0707e-12	6.1688e-15
7712.8900	1.0662e-12	5.4649e-15
7714.1400	1.0681e-12	8.6935e-15
7715.3900	1.0760e-12	6.9314e-15
7716.6400	1.0784e-12	8.1547e-15
7717.8900	1.0790e-12	6.9535e-15
7719.1400	1.0781e-12	7.4798e-15
7720.3900	1.0763e-12	6.6820e-15
7721.6400	1.0743e-12	5.1812e-15
7722.8900	1.0728e-12	4.5192e-15
7724.1400	1.0755e-12	5.3163e-15
7725.3900	1.0691e-12	5.2846e-15
7726.6400	1.0636e-12	6.1479e-15
7727.8900	1.0674e-12	5.7249e-15
7729.1400	1.0734e-12	7.2320e-15
7730.3900	1.0744e-12	6.7898e-15
7731.6400	1.0749e-12	7.4786e-15
7732.8900	1.0733e-12	8.0930e-15
7734.1400	1.0732e-12	6.9142e-15
7735.3900	1.0729e-12	7.2475e-15
7736.6400	1.0711e-12	5.8703e-15
7737.8900	1.0726e-12	7.0559e-15
7739.1400	1.0722e-12	7.7456e-15
7740.3900	1.0636e-12	7.3989e-15
7741.6400	1.0539e-12	7.6439e-15
7742.8900	1.0611e-12	7.6677e-15
7744.1400	1.0681e-12	7.9916e-15
7745.3900	1.0662e-12	8.2594e-15
7746.6400	1.0501e-12	8.6522e-15
7747.8900	1.0414e-12	8.0853e-15
7749.1400	1.0547e-12	7.7785e-15
7750.3900	1.0637e-12	8.4318e-15
7751.6400	1.0649e-12	7.8876e-15
7752.8900	1.0633e-12	5.7990e-15
7754.1400	1.0624e-12	6.2305e-15
7755.3900	1.0616e-12	7.2401e-15
7756.6400	1.0623e-12	7.0573e-15
7757.8900	1.0586e-12	7.7659e-15
7759.1400	1.0585e-12	7.8203e-15
7760.3900	1.0605e-12	7.3663e-15
7761.6400	1.0623e-12	7.4921e-15
7762.8900	1.0615e-12	8.3960e-15
7764.1400	1.0598e-12	7.4825e-15
7765.3900	1.0587e-12	6.1751e-15
7766.6400	1.0583e-12	8.0173e-15
7767.8900	1.0587e-12	6.1024e-15
7769.1400	1.0535e-12	5.1650e-15
7770.3900	1.0351e-12	5.2346e-15
7771.6400	1.0254e-12	4.1313e-15
7772.8900	1.0265e-12	8.4920e-15
7774.1400	1.0257e-12	7.4544e-15
7775.3900	1.0426e-12	7.8683e-15
7776.6400	1.0547e-12	6.9575e-15
7777.8900	1.0517e-12	7.3182e-15
7779.1400	1.0384e-12	7.8543e-15
7780.3900	1.0419e-12	9.1411e-15
7781.6400	1.0513e-12	8.0494e-15
7782.8900	1.0528e-12	8.1548e-15
7784.1400	1.0513e-12	7.3115e-15
7785.3900	1.0517e-12	8.5855e-15
7786.6400	1.0489e-12	7.6418e-15
7787.8900	1.0418e-12	8.4353e-15
7789.1400	1.0441e-12	6.7677e-15
7790.3900	1.0490e-12	8.0207e-15
7791.6400	1.0510e-12	8.3500e-15
7792.8900	1.0496e-12	9.2580e-15
7794.1400	1.0501e-12	9.8030e-15
7795.3900	1.0433e-12	8.9727e-15
7796.6400	1.0368e-12	8.0235e-15
7797.8900	1.0361e-12	8.3949e-15
7799.1400	1.0383e-12	7.7666e-15
7800.3900	1.0424e-12	7.9502e-15
7801.6400	1.0457e-12	7.3993e-15
7802.8900	1.0458e-12	7.7219e-15
7804.1400	1.0449e-12	7.2447e-15
7805.3900	1.0440e-12	8.1916e-15
7806.6400	1.0411e-12	8.7306e-15
7807.8900	1.0392e-12	6.8675e-15
7809.1400	1.0371e-12	7.6834e-15
7810.3900	1.0359e-12	7.1419e-15
7811.6400	1.0354e-12	5.7850e-15
7812.8900	1.0399e-12	5.0997e-15
7814.1400	1.0392e-12	4.8977e-15
7815.3900	1.0391e-12	4.9357e-15
7816.6400	1.0379e-12	5.8217e-15
7817.8900	1.0389e-12	6.9934e-15
7819.1400	1.0393e-12	7.8176e-15
7820.3900	1.0402e-12	7.6676e-15
7821.6400	1.0411e-12	6.6292e-15
7822.8900	1.0418e-12	7.7118e-15
7824.1400	1.0401e-12	6.4902e-15
7825.3900	1.0383e-12	6.5046e-15
7826.6400	1.0384e-12	6.7268e-15
7827.8900	1.0386e-12	6.8793e-15
7829.1400	1.0358e-12	7.6592e-15
7830.3900	1.0248e-12	7.1447e-15
7831.6400	1.0188e-12	7.5182e-15
7832.8900	1.0288e-12	8.3315e-15
7834.1400	1.0298e-12	6.7060e-15
7835.3900	1.0297e-12	6.4600e-15
7836.6400	1.0345e-12	7.4427e-15
7837.8900	1.0355e-12	5.6773e-15
7839.1400	1.0349e-12	7.0047e-15
7840.3900	1.0344e-12	6.6978e-15
7841.6400	1.0336e-12	6.3165e-15
7842.8900	1.0349e-12	7.9425e-15
7844.1400	1.0348e-12	7.7006e-15
7845.3900	1.0340e-12	6.9503e-15
7846.6400	1.0335e-12	7.2696e-15
7847.8900	1.0295e-12	7.3877e-15
7849.1400	1.0263e-12	6.9260e-15
7850.3900	1.0293e-12	8.0174e-15
7851.6400	1.0321e-12	8.6191e-15
7852.8900	1.0323e-12	7.0154e-15
7854.1400	1.0321e-12	7.4124e-15
7855.3900	1.0319e-12	7.1542e-15
7856.6400	1.0316e-12	7.7297e-15
7857.8900	1.0312e-12	7.0381e-15
7859.1400	1.0307e-12	7.3297e-15
7860.3900	1.0305e-12	7.5218e-15
7861.6400	1.0313e-12	6.9950e-15
7862.8900	1.0303e-12	7.4412e-15
7864.1400	1.0295e-12	6.9165e-15
7865.3900	1.0295e-12	7.5553e-15
7866.6400	1.0293e-12	7.6802e-15
7867.8900	1.0277e-12	8.1185e-15
7869.1400	1.0274e-12	6.7624e-15
7870.3900	1.0285e-12	6.0491e-15
7871.6400	1.0291e-12	5.7262e-15
7872.8900	1.0286e-12	8.2905e-15
7874.1400	1.0267e-12	8.7116e-15
7875.3900	1.0253e-12	6.8308e-15
7876.6400	1.0234e-12	7.0062e-15
7877.8900	1.0261e-12	6.7241e-15
7879.1400	1.0254e-12	7.2021e-15
7880.3900	1.0231e-12	7.0420e-15
7881.6400	1.0249e-12	7.7109e-15
7882.8900	1.0261e-12	6.9481e-15
7884.1400	1.0259e-12	7.6229e-15
7885.3900	1.0263e-12	7.2281e-15
7886.6400	1.0258e-12	6.2791e-15
7887.8900	1.0252e-12	7.8320e-15
7889.1400	1.0250e-12	7.5022e-15
7890.3900	1.0254e-12	7.5626e-15
7891.6400	1.0243e-12	6.6138e-15
7892.8900	1.0245e-12	7.0852e-15
7894.1400	1.0228e-12	7.0833e-15
7895.3900	1.0183e-12	6.7338e-15
7896.6400	1.0205e-12	5.9988e-15
7897.8900	1.0245e-12	6.5639e-15
7899.1400	1.0232e-12	7.2433e-15
7900.3900	1.0235e-12	6.8543e-15
7901.6400	1.0226e-12	6.7496e-15
7902.8900	1.0231e-12	6.3101e-15
7904.1400	1.0239e-12	7.4167e-15
7905.3900	1.0233e-12	6.4696e-15
7906.6400	1.0223e-12	7.5419e-15
7907.8900	1.0219e-12	7.5377e-15
7909.1400	1.0212e-12	7.0925e-15
7910.3900	1.0185e-12	7.3229e-15
7911.6400	1.0169e-12	6.9750e-15
7912.8900	1.0175e-12	6.3524e-15
7914.1400	1.0213e-12	7.7577e-15
7915.3900	1.0200e-12	8.3946e-15
7916.6400	1.0106e-12	7.5060e-15
7917.8900	1.0082e-12	6.8453e-15
7919.1400	1.0160e-12	6.8540e-15
7920.3900	1.0200e-12	6.8849e-15
7921.6400	1.0211e-12	6.7033e-15
